,state,action,reward,job_wait_reward,util_reward,invalid_reward,next_state
53,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]","[0.3171289563179016, 0.0]",-0.1793793103448276,-0.041379310344827586,-0.138,-0.0,"[0.46, 0.34782608695652184, 0.0, 0.13793103448275862, 1.0]"
54,"[0.46, 0.34782608695652184, 0.0, 0.13793103448275862, 1.0]","[0.7762920260429382, 0.0]",-0.538,-0.0,-0.138,-0.4,"[0.46, 0.5217391304347827, 0.0, 0.0, 0.0]"
55,"[0.46, 0.5217391304347827, 0.0, 0.0, 0.0]","[0.4782865047454834, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.48, 0.375, 0.0, 0.0, 0.0]"
56,"[0.48, 0.375, 0.0, 0.0, 0.0]","[0.19113688170909882, 0.0]",-0.17812499999999998,-0.028124999999999997,-0.15,-0.0,"[0.5, 0.36, 0.0, 0.09375, 1.0]"
57,"[0.5, 0.36, 0.0, 0.09375, 1.0]","[0.7389155030250549, 0.0]",-0.55,-0.0,-0.15,-0.4,"[0.5, 0.4799999999999998, 0.0, 0.0, 0.0]"
58,"[0.5, 0.4799999999999998, 0.0, 0.0, 0.0]","[0.4629118740558624, 0.0]",-0.156,-0.0,-0.156,-0.0,"[0.52, 0.46153846153846145, 0.0, 0.0, 0.0]"
59,"[0.52, 0.46153846153846145, 0.0, 0.0, 0.0]","[0.3893083930015564, 0.0]",-0.162,-0.0,-0.162,-0.0,"[0.54, 0.2962962962962964, 0.0, 0.0, 0.0]"
60,"[0.54, 0.2962962962962964, 0.0, 0.0, 0.0]","[-0.1141679584980011, 0.0]",-0.156,-0.0,-0.156,-0.0,"[0.52, 0.3076923076923078, 0.0, 0.0, 0.0]"
61,"[0.52, 0.3076923076923078, 0.0, 0.0, 0.0]","[-0.00830565020442009, 0.0]",-0.15,-0.0,-0.15,-0.0,"[0.5, 0.15999999999999995, 0.0, 0.0, 0.0]"
62,"[0.5, 0.15999999999999995, 0.0, 0.0, 0.0]","[-0.47307276725769043, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.48, 0.020833333333333343, 0.0, 0.0, 0.0]"
63,"[0.48, 0.020833333333333343, 0.0, 0.0, 0.0]","[-0.5566707253456116, 0.0]",-0.17133333333333334,-0.03333333333333333,-0.138,-0.0,"[0.46, 0.04347826086956524, 0.0, 0.1111111111111111, 1.0]"
64,"[0.46, 0.04347826086956524, 0.0, 0.1111111111111111, 1.0]","[0.35334011912345886, 0.0]",-0.538,-0.0,-0.138,-0.4,"[0.46, 0.21739130434782603, 0.0, 0.0, 0.0]"
65,"[0.46, 0.21739130434782603, 0.0, 0.0, 0.0]","[-0.2844904065132141, 0.0]",-0.132,-0.0,-0.132,-0.0,"[0.44, 0.22727272727272735, 0.0, 0.0, 0.0]"
66,"[0.44, 0.22727272727272735, 0.0, 0.0, 0.0]","[-0.2737557888031006, 0.0]",-0.156,-0.03,-0.126,-0.0,"[0.42, 0.23809523809523805, 0.0, 0.1, 1.0]"
67,"[0.42, 0.23809523809523805, 0.0, 0.1, 1.0]","[0.7570655345916748, 0.0]",-0.132,-0.0,-0.132,-0.0,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]"
68,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]","[0.32034969329833984, 0.0]",-0.532,-0.0,-0.132,-0.4,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]"
69,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]","[0.2815529406070709, 0.0]",-0.15893023255813954,-0.020930232558139535,-0.138,-0.0,"[0.46, 0.391304347826087, 0.0, 0.06976744186046512, 1.0]"
70,"[0.46, 0.391304347826087, 0.0, 0.06976744186046512, 1.0]","[0.7863762378692627, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.48, 0.5, 0.0, 0.0, 0.0]"
71,"[0.48, 0.5, 0.0, 0.0, 0.0]","[0.4543548822402954, 0.0]",-0.15,-0.0,-0.15,-0.0,"[0.5, 0.31999999999999995, 0.0, 0.0, 0.0]"
72,"[0.5, 0.31999999999999995, 0.0, 0.0, 0.0]","[-0.06716475635766983, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.48, 0.3333333333333334, 0.0, 0.0, 0.0]"
73,"[0.48, 0.3333333333333334, 0.0, 0.0, 0.0]","[0.06611210107803345, 0.0]",-0.16333333333333333,-0.013333333333333334,-0.15,-0.0,"[0.5, 0.31999999999999995, 0.0, 0.044444444444444446, 1.0]"
74,"[0.5, 0.31999999999999995, 0.0, 0.044444444444444446, 1.0]","[0.6111173033714294, 0.0]",-0.156,-0.0,-0.156,-0.0,"[0.52, 0.3846153846153845, 0.0, 0.0, 0.0]"
75,"[0.52, 0.3846153846153845, 0.0, 0.0, 0.0]","[0.15478157997131348, 0.0]",-0.162,-0.0,-0.162,-0.0,"[0.54, 0.37037037037037046, 0.0, 0.0, 0.0]"
76,"[0.54, 0.37037037037037046, 0.0, 0.0, 0.0]","[0.10140278190374374, 0.0]",-0.168,-0.0,-0.168,-0.0,"[0.56, 0.3571428571428572, 0.0, 0.0, 0.0]"
77,"[0.56, 0.3571428571428572, 0.0, 0.0, 0.0]","[0.027322635054588318, 0.0]",-0.174,-0.0,-0.174,-0.0,"[0.58, 0.20689655172413793, 0.0, 0.0, 0.0]"
78,"[0.58, 0.20689655172413793, 0.0, 0.0, 0.0]","[-0.21421878039836884, 0.0]",-0.19248979591836735,-0.024489795918367346,-0.168,-0.0,"[0.56, 0.10714285714285711, 0.0, 0.08163265306122448, 1.0]"
79,"[0.56, 0.10714285714285711, 0.0, 0.08163265306122448, 1.0]","[0.32154273986816406, 0.0]",-0.5680000000000001,-0.0,-0.168,-0.4,"[0.56, 0.2857142857142858, 0.0, 0.0, 0.0]"
80,"[0.56, 0.2857142857142858, 0.0, 0.0, 0.0]","[-0.08397767692804337, 0.0]",-0.17376470588235293,-0.011764705882352941,-0.162,-0.0,"[0.54, 0.2962962962962964, 0.0, 0.0392156862745098, 1.0]"
81,"[0.54, 0.2962962962962964, 0.0, 0.0392156862745098, 1.0]","[0.5788483619689941, 0.0]",-0.18981818181818183,-0.021818181818181816,-0.168,-0.0,"[0.56, 0.3571428571428572, 0.0, 0.07272727272727272, 1.0]"
82,"[0.56, 0.3571428571428572, 0.0, 0.07272727272727272, 1.0]","[0.6687427759170532, 0.0]",-0.174,-0.0,-0.174,-0.0,"[0.58, 0.4827586206896553, 0.0, 0.0, 0.0]"
83,"[0.58, 0.4827586206896553, 0.0, 0.0, 0.0]","[0.3575461804866791, 0.0]",-0.5740000000000001,-0.0,-0.174,-0.4,"[0.58, 0.4827586206896553, 0.0, 0.0, 0.0]"
84,"[0.58, 0.4827586206896553, 0.0, 0.0, 0.0]","[0.41642990708351135, 0.0]",-0.18,-0.0,-0.18,-0.0,"[0.6, 0.3999999999999999, 0.0, 0.0, 0.0]"
85,"[0.6, 0.3999999999999999, 0.0, 0.0, 0.0]","[0.17606301605701447, 0.0]",-0.186,-0.0,-0.186,-0.0,"[0.62, 0.3870967741935485, 0.0, 0.0, 0.0]"
86,"[0.62, 0.3870967741935485, 0.0, 0.0, 0.0]","[0.08487112075090408, 0.0]",-0.192,-0.0,-0.192,-0.0,"[0.64, 0.3125, 0.0, 0.0, 0.0]"
87,"[0.64, 0.3125, 0.0, 0.0, 0.0]","[-0.0489397794008255, 0.0]",-0.186,-0.0,-0.186,-0.0,"[0.62, 0.19354838709677424, 0.0, 0.0, 0.0]"
88,"[0.62, 0.19354838709677424, 0.0, 0.0, 0.0]","[-0.21568158268928528, 0.0]",-0.19052631578947368,-0.010526315789473684,-0.18,-0.0,"[0.6, 0.1666666666666667, 0.0, 0.03508771929824561, 1.0]"
89,"[0.6, 0.1666666666666667, 0.0, 0.03508771929824561, 1.0]","[0.36792242527008057, 0.0]",-0.5800000000000001,-0.0,-0.18,-0.4,"[0.6, 0.2666666666666667, 0.0, 0.0, 0.0]"
90,"[0.6, 0.2666666666666667, 0.0, 0.0, 0.0]","[-0.09142851829528809, 0.0]",-0.174,-0.0,-0.174,-0.0,"[0.58, 0.2758620689655173, 0.0, 0.0, 0.0]"
91,"[0.58, 0.2758620689655173, 0.0, 0.0, 0.0]","[-0.15160506963729858, 0.0]",-0.168,-0.0,-0.168,-0.0,"[0.56, 0.2857142857142858, 0.0, 0.0, 0.0]"
92,"[0.56, 0.2857142857142858, 0.0, 0.0, 0.0]","[-0.07617266476154327, 0.0]",-0.162,-0.0,-0.162,-0.0,"[0.54, 0.16666666666666674, 0.0, 0.0, 0.0]"
93,"[0.54, 0.16666666666666674, 0.0, 0.0, 0.0]","[-0.36992692947387695, 0.0]",-0.156,-0.0,-0.156,-0.0,"[0.52, 0.11538461538461538, 0.0, 0.0, 0.0]"
94,"[0.52, 0.11538461538461538, 0.0, 0.0, 0.0]","[-0.43769851326942444, 0.0]",-0.15,-0.0,-0.15,-0.0,"[0.5, 0.15999999999999995, 0.0, 0.0, 0.0]"
95,"[0.5, 0.15999999999999995, 0.0, 0.0, 0.0]","[-0.4148218035697937, 0.0]",-0.16367213114754098,-0.019672131147540985,-0.144,-0.0,"[0.48, 0.1666666666666667, 0.0, 0.06557377049180328, 1.0]"
96,"[0.48, 0.1666666666666667, 0.0, 0.06557377049180328, 1.0]","[0.5271081924438477, 0.0]",-0.15,-0.0,-0.15,-0.0,"[0.5, 0.17999999999999997, 0.0, 0.0, 0.0]"
97,"[0.5, 0.17999999999999997, 0.0, 0.0, 0.0]","[-0.3801916837692261, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.48, 0.1458333333333333, 0.0, 0.0, 0.0]"
98,"[0.48, 0.1458333333333333, 0.0, 0.0, 0.0]","[-0.4790474772453308, 0.0]",-0.138,-0.0,-0.138,-0.0,"[0.46, 0.13043478260869565, 0.0, 0.0, 0.0]"
99,"[0.46, 0.13043478260869565, 0.0, 0.0, 0.0]","[-0.5001183152198792, 0.0]",-0.132,-0.0,-0.132,-0.0,"[0.44, 0.11363636363636366, 0.0, 0.0, 0.0]"
100,"[0.44, 0.11363636363636366, 0.0, 0.0, 0.0]","[-0.5418011546134949, 0.0]",-0.126,-0.0,-0.126,-0.0,"[0.42, 0.11904761904761904, 0.0, 0.0, 0.0]"
101,"[0.42, 0.11904761904761904, 0.0, 0.0, 0.0]","[-0.5828298330307007, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.4, 0.17500000000000002, 0.0, 0.0, 0.0]"
102,"[0.4, 0.17500000000000002, 0.0, 0.0, 0.0]","[-0.4540724754333496, 0.0]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.18421052631578952, 0.0, 0.0, 0.0]"
103,"[0.38, 0.18421052631578952, 0.0, 0.0, 0.0]","[-0.4634600579738617, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.19444444444444445, 0.0, 0.0, 0.0]"
104,"[0.36, 0.19444444444444445, 0.0, 0.0, 0.0]","[-0.44379276037216187, 0.0]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.20588235294117646, 0.0, 0.0, 0.0]"
105,"[0.34, 0.20588235294117646, 0.0, 0.0, 0.0]","[-0.43007951974868774, 0.0]",-0.11446153846153846,-0.018461538461538463,-0.096,-0.0,"[0.32, 0.21875, 0.0, 0.06153846153846154, 1.0]"
106,"[0.32, 0.21875, 0.0, 0.06153846153846154, 1.0]","[0.7215833067893982, 0.0]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.44117647058823517, 0.0, 0.0, 0.0]"
107,"[0.34, 0.44117647058823517, 0.0, 0.0, 0.0]","[0.4716786742210388, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.3888888888888889, 0.0, 0.0, 0.0]"
108,"[0.36, 0.3888888888888889, 0.0, 0.0, 0.0]","[0.3035348355770111, 0.0]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.36842105263157904, 0.0, 0.0, 0.0]"
109,"[0.38, 0.36842105263157904, 0.0, 0.0, 0.0]","[0.2083025723695755, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.4, 0.35, 0.0, 0.0, 0.0]"
110,"[0.4, 0.35, 0.0, 0.0, 0.0]","[0.12281634658575058, 0.0]",-0.13495522388059703,-0.008955223880597014,-0.126,-0.0,"[0.42, 0.33333333333333337, 0.0, 0.029850746268656716, 1.0]"
111,"[0.42, 0.33333333333333337, 0.0, 0.029850746268656716, 1.0]","[0.6210834980010986, 0.0]",-0.132,-0.0,-0.132,-0.0,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]"
112,"[0.44, 0.40909090909090906, 0.0, 0.0, 0.0]","[0.312879741191864, 0.0]",-0.138,-0.0,-0.138,-0.0,"[0.46, 0.391304347826087, 0.0, 0.0, 0.0]"
113,"[0.46, 0.391304347826087, 0.0, 0.0, 0.0]","[0.24989409744739532, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.48, 0.375, 0.0, 0.0, 0.0]"
114,"[0.48, 0.375, 0.0, 0.0, 0.0]","[0.22299152612686157, 0.0]",-0.15,-0.0,-0.15,-0.0,"[0.5, 0.19999999999999996, 0.0, 0.0, 0.0]"
