,state,action,reward,job_wait_reward,util_reward,invalid_reward,next_state
26,"[0.28, 0.2857142857142857, 0.0, 0.0, 0.0]","[-1.0, 0.006378680467605591]",-0.078,-0.0,-0.078,-0.0,"[0.26, 0.0, 0.0, 0.0, 0.0]"
27,"[0.26, 0.0, 0.0, 0.0, 0.0]","[0.36896753311157227, 0.08796048164367676]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.0, 0.0, 0.0, 0.0]"
28,"[0.28, 0.0, 0.0, 0.0, 0.0]","[0.37433385848999023, 0.0]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.0, 0.0, 0.0, 0.0]"
29,"[0.3, 0.0, 0.0, 0.0, 0.0]","[0.5546935796737671, 0.0]",-0.18830769230769231,-0.09230769230769231,-0.096,-0.0,"[0.32, 0.0, 0.0, 0.3076923076923077, 1.0]"
30,"[0.32, 0.0, 0.0, 0.3076923076923077, 1.0]","[0.729435920715332, 0.0]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.012500000000000002, 0.0, 0.0, 0.0]"
31,"[0.34, 0.012500000000000002, 0.0, 0.0, 0.0]","[0.6008100509643555, 0.038399577140808105]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.0, 0.0, 0.0, 0.0]"
32,"[0.36, 0.0, 0.0, 0.0, 0.0]","[0.43475985527038574, 0.0]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.0, 0.0, 0.0, 0.0]"
33,"[0.38, 0.0, 0.0, 0.0, 0.0]","[-0.04791378974914551, 0.053976207971572876]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.0, 0.0, 0.0, 0.0]"
34,"[0.36, 0.0, 0.0, 0.0, 0.0]","[0.29979467391967773, 0.05361577868461609]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.0, 0.0, 0.0, 0.0]"
35,"[0.38, 0.0, 0.0, 0.0, 0.0]","[-0.1983591914176941, 0.0]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.0, 0.0, 0.0, 0.0]"
36,"[0.3, 0.0, 0.0, 0.0, 0.0]","[0.5559635162353516, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.0, 0.0, 0.0, 0.0]"
37,"[0.32, 0.0, 0.0, 0.0, 0.0]","[0.4681180715560913, 0.0]",-0.17258823529411765,-0.07058823529411765,-0.10200000000000001,-0.0,"[0.34, 0.0, 0.0, 0.23529411764705882, 1.0]"
38,"[0.34, 0.0, 0.0, 0.23529411764705882, 1.0]","[0.5917694568634033, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.28571428571428575, 0.0, 0.0, 0.0]"
39,"[0.36, 0.28571428571428575, 0.0, 0.0, 0.0]","[-0.9300342798233032, 0.5425630211830139]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.3076923076923077, 0.0, 0.0, 0.0]"
40,"[0.34, 0.3076923076923077, 0.0, 0.0, 0.0]","[-0.9529869556427002, 0.5765762329101562]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.33333333333333337, 0.0, 0.0, 0.0]"
41,"[0.32, 0.33333333333333337, 0.0, 0.0, 0.0]","[-1.0, 0.5926328897476196]",-0.135,-0.045,-0.09,-0.0,"[0.3, 0.3636363636363636, 0.0, 0.15, 1.0]"
42,"[0.3, 0.3636363636363636, 0.0, 0.15, 1.0]","[0.7982102632522583, 0.005460947751998901]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.5833333333333333, 0.0, 0.0, 0.0]"
43,"[0.32, 0.5833333333333333, 0.0, 0.0, 0.0]","[0.22100412845611572, 0.02500605583190918]",-0.496,-0.0,-0.096,-0.4,"[0.32, 0.5833333333333333, 0.0, 0.0, 0.0]"
44,"[0.32, 0.5833333333333333, 0.0, 0.0, 0.0]","[0.38151705265045166, 0.0]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.5384615384615385, 0.0, 0.0, 0.0]"
45,"[0.34, 0.5384615384615385, 0.0, 0.0, 0.0]","[0.3351175785064697, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.5, 0.0, 0.0, 0.0]"
46,"[0.36, 0.5, 0.0, 0.0, 0.0]","[-1.0, 0.0001544356346130371]",-0.152,-0.049999999999999996,-0.10200000000000001,-0.0,"[0.34, 0.5384615384615385, 0.0, 0.16666666666666666, 1.0]"
47,"[0.34, 0.5384615384615385, 0.0, 0.16666666666666666, 1.0]","[0.9311714172363281, 0.050478190183639526]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.7857142857142858, 0.0, 0.0, 0.0]"
48,"[0.36, 0.7857142857142858, 0.0, 0.0, 0.0]","[0.4999229907989502, 0.3871360421180725]",-0.12,-0.0,-0.12,-0.0,"[0.4, 0.7333333333333333, 0.0, 0.0, 0.0]"
49,"[0.4, 0.7333333333333333, 0.0, 0.0, 0.0]","[0.6344895362854004, 0.6134123802185059]",-0.132,-0.0,-0.132,-0.0,"[0.44, 0.4375, 0.0, 0.0, 0.0]"
50,"[0.44, 0.4375, 0.0, 0.0, 0.0]","[-0.9935960173606873, 0.8866933584213257]",-0.132,-0.012,-0.12,-0.0,"[0.4, 0.4666666666666666, 0.0, 0.04, 1.0]"
51,"[0.4, 0.4666666666666666, 0.0, 0.04, 1.0]","[0.9312946796417236, 0.011415988206863403]",-0.126,-0.0,-0.126,-0.0,"[0.42, 0.5, 0.0, 0.0, 0.0]"
52,"[0.42, 0.5, 0.0, 0.0, 0.0]","[-1.0, 0.4247729182243347]",-0.12,-0.0,-0.12,-0.0,"[0.4, 0.5333333333333334, 0.0, 0.0, 0.0]"
53,"[0.4, 0.5333333333333334, 0.0, 0.0, 0.0]","[-1.0, 0.0902014672756195]",-0.1493793103448276,-0.041379310344827586,-0.108,-0.0,"[0.36, 0.5714285714285715, 0.0, 0.13793103448275862, 1.0]"
54,"[0.36, 0.5714285714285715, 0.0, 0.13793103448275862, 1.0]","[0.9092568159103394, 0.0]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.43333333333333324, 0.0, 0.0, 0.0]"
55,"[0.38, 0.43333333333333324, 0.0, 0.0, 0.0]","[-1.0, 0.6505752205848694]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.46428571428571425, 0.0, 0.0, 0.0]"
56,"[0.36, 0.46428571428571425, 0.0, 0.0, 0.0]","[-0.859062671661377, 0.05122491717338562]",-0.130125,-0.028124999999999997,-0.10200000000000001,-0.0,"[0.34, 0.4230769230769231, 0.0, 0.09375, 1.0]"
57,"[0.34, 0.4230769230769231, 0.0, 0.09375, 1.0]","[0.9845448732376099, 0.006663590669631958]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.5714285714285715, 0.0, 0.0, 0.0]"
58,"[0.36, 0.5714285714285715, 0.0, 0.0, 0.0]","[0.3132166862487793, 0.05810770392417908]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.3333333333333333, 0.0, 0.0, 0.0]"
59,"[0.38, 0.3333333333333333, 0.0, 0.0, 0.0]","[-0.8837287425994873, 0.8010181188583374]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.3571428571428571, 0.0, 0.0, 0.0]"
60,"[0.36, 0.3571428571428571, 0.0, 0.0, 0.0]","[-0.9561024904251099, 0.7233668565750122]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.38461538461538464, 0.0, 0.0, 0.0]"
61,"[0.34, 0.38461538461538464, 0.0, 0.0, 0.0]","[-1.0, 0.8737703561782837]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.20833333333333337, 0.0, 0.0, 0.0]"
62,"[0.32, 0.20833333333333337, 0.0, 0.0, 0.0]","[-0.9541589617729187, 0.18829041719436646]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.1590909090909091, 0.0, 0.0, 0.0]"
63,"[0.3, 0.1590909090909091, 0.0, 0.0, 0.0]","[-0.8802893757820129, 0.0]",-0.11733333333333335,-0.03333333333333333,-0.084,-0.0,"[0.28, 0.125, 0.0, 0.1111111111111111, 1.0]"
64,"[0.28, 0.125, 0.0, 0.1111111111111111, 1.0]","[0.7062339782714844, 0.019438236951828003]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.47727272727272724, 0.0, 0.0, 0.0]"
65,"[0.3, 0.47727272727272724, 0.0, 0.0, 0.0]","[0.16942310333251953, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.4375, 0.0, 0.0, 0.0]"
66,"[0.32, 0.4375, 0.0, 0.0, 0.0]","[-0.991717517375946, 0.08322620391845703]",-0.12,-0.03,-0.09,-0.0,"[0.3, 0.47727272727272724, 0.0, 0.1, 1.0]"
67,"[0.3, 0.47727272727272724, 0.0, 0.1, 1.0]","[0.8798450231552124, 0.07670268416404724]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.6875, 0.0, 0.0, 0.0]"
68,"[0.32, 0.6875, 0.0, 0.0, 0.0]","[0.427748441696167, 0.016612231731414795]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.6346153846153846, 0.0, 0.0, 0.0]"
69,"[0.34, 0.6346153846153846, 0.0, 0.0, 0.0]","[0.4541054964065552, 0.027920126914978027]",-0.12893023255813954,-0.020930232558139535,-0.108,-0.0,"[0.36, 0.5714285714285715, 0.0, 0.06976744186046512, 1.0]"
70,"[0.36, 0.5714285714285715, 0.0, 0.06976744186046512, 1.0]","[0.9945344924926758, 0.0]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.5833333333333333, 0.0, 0.0, 0.0]"
71,"[0.38, 0.5833333333333333, 0.0, 0.0, 0.0]","[-0.9455244541168213, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.625, 0.0, 0.0, 0.0]"
72,"[0.36, 0.625, 0.0, 0.0, 0.0]","[0.34907495975494385, 0.1468309462070465]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.38333333333333336, 0.0, 0.0, 0.0]"
73,"[0.38, 0.38333333333333336, 0.0, 0.0, 0.0]","[-1.0, 0.9236704707145691]",-0.12133333333333333,-0.013333333333333334,-0.108,-0.0,"[0.36, 0.41071428571428575, 0.0, 0.044444444444444446, 1.0]"
74,"[0.36, 0.41071428571428575, 0.0, 0.044444444444444446, 1.0]","[1.0, 0.0]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.4666666666666666, 0.0, 0.0, 0.0]"
75,"[0.38, 0.4666666666666666, 0.0, 0.0, 0.0]","[-0.9588562846183777, 0.2523026466369629]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.5, 0.0, 0.0, 0.0]"
76,"[0.36, 0.5, 0.0, 0.0, 0.0]","[-0.9900362491607666, 0.03428447246551514]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.5384615384615385, 0.0, 0.0, 0.0]"
77,"[0.34, 0.5384615384615385, 0.0, 0.0, 0.0]","[0.4324091672897339, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.2142857142857143, 0.0, 0.0, 0.0]"
78,"[0.36, 0.2142857142857143, 0.0, 0.0, 0.0]","[-0.9440827965736389, 0.42907267808914185]",-0.12648979591836734,-0.024489795918367346,-0.10200000000000001,-0.0,"[0.34, 0.17307692307692304, 0.0, 0.08163265306122448, 1.0]"
79,"[0.34, 0.17307692307692304, 0.0, 0.08163265306122448, 1.0]","[0.754464864730835, 0.13069015741348267]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.44642857142857145, 0.0, 0.0, 0.0]"
80,"[0.36, 0.44642857142857145, 0.0, 0.0, 0.0]","[-1.0, 0.1851896345615387]",-0.11376470588235295,-0.011764705882352941,-0.10200000000000001,-0.0,"[0.34, 0.4807692307692307, 0.0, 0.0392156862745098, 1.0]"
81,"[0.34, 0.4807692307692307, 0.0, 0.0392156862745098, 1.0]","[0.8373861312866211, 0.045128583908081055]",-0.1298181818181818,-0.021818181818181816,-0.108,-0.0,"[0.36, 0.5892857142857142, 0.0, 0.07272727272727272, 1.0]"
82,"[0.36, 0.5892857142857142, 0.0, 0.07272727272727272, 1.0]","[0.9877948760986328, 0.1285400688648224]",-0.11399999999999999,-0.0,-0.11399999999999999,-0.0,"[0.38, 0.7833333333333333, 0.0, 0.0, 0.0]"
83,"[0.38, 0.7833333333333333, 0.0, 0.0, 0.0]","[0.7485826015472412, 0.6440129280090332]",-0.126,-0.0,-0.126,-0.0,"[0.42, 0.734375, 0.0, 0.0, 0.0]"
84,"[0.42, 0.734375, 0.0, 0.0, 0.0]","[0.6065835952758789, 0.6362886428833008]",-0.138,-0.0,-0.138,-0.0,"[0.46, 0.6176470588235294, 0.0, 0.0, 0.0]"
85,"[0.46, 0.6176470588235294, 0.0, 0.0, 0.0]","[-0.2701858878135681, 0.0]",-0.132,-0.0,-0.132,-0.0,"[0.44, 0.5, 0.0, 0.0, 0.0]"
86,"[0.44, 0.5, 0.0, 0.0, 0.0]","[-0.9080621004104614, 0.6848230361938477]",-0.12,-0.0,-0.12,-0.0,"[0.4, 0.3, 0.0, 0.0, 0.0]"
87,"[0.4, 0.3, 0.0, 0.0, 0.0]","[-0.9800339341163635, 0.8702060580253601]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.3214285714285714, 0.0, 0.0, 0.0]"
88,"[0.36, 0.3214285714285714, 0.0, 0.0, 0.0]","[-1.0, 0.7246314883232117]",-0.1125263157894737,-0.010526315789473684,-0.10200000000000001,-0.0,"[0.34, 0.3461538461538461, 0.0, 0.03508771929824561, 1.0]"
89,"[0.34, 0.3461538461538461, 0.0, 0.03508771929824561, 1.0]","[1.0, 0.018319785594940186]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.375, 0.0, 0.0, 0.0]"
90,"[0.36, 0.375, 0.0, 0.0, 0.0]","[-1.0, 0.9202948808670044]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.4038461538461539, 0.0, 0.0, 0.0]"
91,"[0.34, 0.4038461538461539, 0.0, 0.0, 0.0]","[-1.0, 0.41881126165390015]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.4375, 0.0, 0.0, 0.0]"
92,"[0.32, 0.4375, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]"
93,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]","[0.3674994707107544, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.10416666666666669, 0.0, 0.0, 0.0]"
94,"[0.32, 0.10416666666666669, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]"
95,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]","[0.18444430828094482, 0.0]",-0.11567213114754099,-0.019672131147540985,-0.096,-0.0,"[0.32, 0.10416666666666669, 0.0, 0.06557377049180328, 1.0]"
96,"[0.32, 0.10416666666666669, 0.0, 0.06557377049180328, 1.0]","[0.9426059722900391, 0.0]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.13461538461538464, 0.0, 0.0, 0.0]"
97,"[0.34, 0.13461538461538464, 0.0, 0.0, 0.0]","[-0.9812876582145691, 0.13101953268051147]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.10416666666666669, 0.0, 0.0, 0.0]"
98,"[0.32, 0.10416666666666669, 0.0, 0.0, 0.0]","[-0.9733825325965881, 0.013181954622268677]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]"
99,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]","[0.2524477243423462, 0.022012770175933838]",-0.49,-0.0,-0.09,-0.4,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]"
100,"[0.3, 0.11363636363636363, 0.0, 0.0, 0.0]","[-0.0592159628868103, 0.0]",-0.078,-0.0,-0.078,-0.0,"[0.26, 0.025000000000000005, 0.0, 0.0, 0.0]"
101,"[0.26, 0.025000000000000005, 0.0, 0.0, 0.0]","[0.6411688327789307, 0.04660022258758545]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.20454545454545453, 0.0, 0.0, 0.0]"
102,"[0.28, 0.20454545454545453, 0.0, 0.0, 0.0]","[-0.9275690317153931, 0.005724579095840454]",-0.078,-0.0,-0.078,-0.0,"[0.26, 0.22499999999999998, 0.0, 0.0, 0.0]"
103,"[0.26, 0.22499999999999998, 0.0, 0.0, 0.0]","[0.09258127212524414, 0.0]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.20454545454545453, 0.0, 0.0, 0.0]"
104,"[0.28, 0.20454545454545453, 0.0, 0.0, 0.0]","[-0.9081735610961914, 0.0]",-0.078,-0.0,-0.078,-0.0,"[0.26, 0.22499999999999998, 0.0, 0.0, 0.0]"
105,"[0.26, 0.22499999999999998, 0.0, 0.0, 0.0]","[0.199729323387146, 0.0]",-0.10246153846153847,-0.018461538461538463,-0.084,-0.0,"[0.28, 0.20454545454545453, 0.0, 0.06153846153846154, 1.0]"
106,"[0.28, 0.20454545454545453, 0.0, 0.06153846153846154, 1.0]","[1.0, 0.006736159324645996]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.5208333333333333, 0.0, 0.0, 0.0]"
107,"[0.3, 0.5208333333333333, 0.0, 0.0, 0.0]","[0.3970303535461426, 0.025228559970855713]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.46153846153846145, 0.0, 0.0, 0.0]"
108,"[0.32, 0.46153846153846145, 0.0, 0.0, 0.0]","[-1.0, 0.07837995886802673]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.5, 0.0, 0.0, 0.0]"
109,"[0.3, 0.5, 0.0, 0.0, 0.0]","[0.536625862121582, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.46153846153846145, 0.0, 0.0, 0.0]"
110,"[0.32, 0.46153846153846145, 0.0, 0.0, 0.0]","[-1.0, 0.012910544872283936]",-0.098955223880597,-0.008955223880597014,-0.09,-0.0,"[0.3, 0.5, 0.0, 0.029850746268656716, 1.0]"
111,"[0.3, 0.5, 0.0, 0.029850746268656716, 1.0]","[0.8482793569564819, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.6153846153846154, 0.0, 0.0, 0.0]"
112,"[0.32, 0.6153846153846154, 0.0, 0.0, 0.0]","[0.6124509572982788, 0.061986565589904785]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.5714285714285715, 0.0, 0.0, 0.0]"
113,"[0.34, 0.5714285714285715, 0.0, 0.0, 0.0]","[0.34680724143981934, 0.10502523183822632]",-0.108,-0.0,-0.108,-0.0,"[0.36, 0.5333333333333334, 0.0, 0.0, 0.0]"
114,"[0.36, 0.5333333333333334, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.10200000000000001,-0.0,-0.10200000000000001,-0.0,"[0.34, 0.3214285714285714, 0.0, 0.0, 0.0]"
115,"[0.34, 0.3214285714285714, 0.0, 0.0, 0.0]","[-0.9214900135993958, 0.517267644405365]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.3076923076923077, 0.0, 0.0, 0.0]"
116,"[0.32, 0.3076923076923077, 0.0, 0.0, 0.0]","[-0.9853893518447876, 0.4211632013320923]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.33333333333333337, 0.0, 0.0, 0.0]"
117,"[0.3, 0.33333333333333337, 0.0, 0.0, 0.0]","[-0.9027731418609619, 0.28340113162994385]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.3636363636363636, 0.0, 0.0, 0.0]"
118,"[0.28, 0.3636363636363636, 0.0, 0.0, 0.0]","[-0.9135682582855225, 0.0]",-0.09085714285714286,-0.012857142857142857,-0.078,-0.0,"[0.26, 0.4, 0.0, 0.04285714285714286, 1.0]"
119,"[0.26, 0.4, 0.0, 0.04285714285714286, 1.0]","[0.946782112121582, 0.06195691227912903]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.34090909090909094, 0.0, 0.0, 0.0]"
120,"[0.28, 0.34090909090909094, 0.0, 0.0, 0.0]","[-0.9753643274307251, 0.050092846155166626]",-0.078,-0.0,-0.078,-0.0,"[0.26, 0.375, 0.0, 0.0, 0.0]"
121,"[0.26, 0.375, 0.0, 0.0, 0.0]","[0.17189502716064453, 0.0]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.34090909090909094, 0.0, 0.0, 0.0]"
122,"[0.28, 0.34090909090909094, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.078,-0.0,-0.078,-0.0,"[0.26, 0.375, 0.0, 0.0, 0.0]"
123,"[0.26, 0.375, 0.0, 0.0, 0.0]","[0.20294606685638428, 0.0]",-0.47800000000000004,-0.0,-0.078,-0.4,"[0.26, 0.375, 0.0, 0.0, 0.0]"
124,"[0.26, 0.375, 0.0, 0.0, 0.0]","[0.27566957473754883, 0.0]",-0.47800000000000004,-0.0,-0.078,-0.4,"[0.26, 0.10000000000000002, 0.0, 0.0, 0.0]"
125,"[0.26, 0.10000000000000002, 0.0, 0.0, 0.0]","[0.6140134334564209, 0.0]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.0909090909090909, 0.0, 0.0, 0.0]"
126,"[0.28, 0.0909090909090909, 0.0, 0.0, 0.0]","[0.4813089370727539, 0.047138482332229614]",-0.10621621621621621,-0.016216216216216217,-0.09,-0.0,"[0.3, 0.08333333333333331, 0.0, 0.05405405405405406, 1.0]"
127,"[0.3, 0.08333333333333331, 0.0, 0.05405405405405406, 1.0]","[1.0, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.32, 0.15384615384615388, 0.0, 0.0, 0.0]"
128,"[0.32, 0.15384615384615388, 0.0, 0.0, 0.0]","[-1.0, 0.04914650321006775]",-0.09,-0.0,-0.09,-0.0,"[0.3, 0.16666666666666666, 0.0, 0.0, 0.0]"
129,"[0.3, 0.16666666666666666, 0.0, 0.0, 0.0]","[-1.0, 0.01104193925857544]",-0.084,-0.0,-0.084,-0.0,"[0.28, 0.1818181818181818, 0.0, 0.0, 0.0]"
