,state,action,reward,job_wait_reward,util_reward,invalid_reward,next_state
13,"[0.16, 0.25, 0.0, 0.0, 0.0]","[-0.9504839181900024, 0.0]",-0.333,-0.27,-0.06300000000000001,-0.0,"[0.14, 0.28571428571428575, 0.0, 0.6, 1.0]"
14,"[0.14, 0.28571428571428575, 0.0, 0.6, 1.0]","[0.800200343132019, 0.3614487051963806]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.625, 0.0, 0.0, 0.0]"
15,"[0.18, 0.625, 0.0, 0.0, 0.0]","[0.8497908711433411, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.5555555555555556, 0.0, 0.0, 0.0]"
16,"[0.2, 0.5555555555555556, 0.0, 0.0, 0.0]","[0.8842443823814392, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.5, 0.0, 0.0, 0.0]"
17,"[0.22, 0.5, 0.0, 0.0, 0.0]","[0.17904913425445557, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.45454545454545453, 0.0, 0.0, 0.0]"
18,"[0.24, 0.45454545454545453, 0.0, 0.0, 0.0]","[-0.6834201216697693, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.20000000000000004, 0.0, 0.0, 0.0]"
19,"[0.2, 0.20000000000000004, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.20957142857142858,-0.12857142857142856,-0.081,-0.0,"[0.18, 0.22222222222222218, 0.0, 0.2857142857142857, 1.0]"
20,"[0.18, 0.22222222222222218, 0.0, 0.2857142857142857, 1.0]","[1.0, 0.06073523312807083]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.4, 0.0, 0.0, 0.0]"
21,"[0.2, 0.4, 0.0, 0.0, 0.0]","[-0.292070597410202, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.22222222222222218, 0.0, 0.0, 0.0]"
22,"[0.18, 0.22222222222222218, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.07200000000000001,-0.0,-0.07200000000000001,-0.0,"[0.16, 0.25, 0.0, 0.0, 0.0]"
23,"[0.16, 0.25, 0.0, 0.0, 0.0]","[-0.9002523422241211, 0.0]",-0.06300000000000001,-0.0,-0.06300000000000001,-0.0,"[0.14, 0.28571428571428575, 0.0, 0.0, 0.0]"
24,"[0.14, 0.28571428571428575, 0.0, 0.0, 0.0]","[0.11350848525762558, 0.0]",-0.172,-0.09999999999999999,-0.07200000000000001,-0.0,"[0.16, 0.25, 0.0, 0.2222222222222222, 1.0]"
25,"[0.16, 0.25, 0.0, 0.2222222222222222, 1.0]","[1.0, 0.015557813458144665]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.4444444444444444, 0.0, 0.0, 0.0]"
26,"[0.18, 0.4444444444444444, 0.0, 0.0, 0.0]","[0.5583852529525757, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.0, 0.0, 0.0, 0.0]"
27,"[0.2, 0.0, 0.0, 0.0, 0.0]","[-0.32616838812828064, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.0, 0.0, 0.0, 0.0]"
28,"[0.18, 0.0, 0.0, 0.0, 0.0]","[-0.28380268812179565, 0.0]",-0.07200000000000001,-0.0,-0.07200000000000001,-0.0,"[0.16, 0.0, 0.0, 0.0, 0.0]"
29,"[0.16, 0.0, 0.0, 0.0, 0.0]","[-0.24858328700065613, 0.0]",-0.20146153846153847,-0.13846153846153847,-0.06300000000000001,-0.0,"[0.14, 0.0, 0.0, 0.3076923076923077, 1.0]"
30,"[0.14, 0.0, 0.0, 0.3076923076923077, 1.0]","[1.0, 0.0]",-0.07200000000000001,-0.0,-0.07200000000000001,-0.0,"[0.16, 0.0625, 0.0, 0.0, 0.0]"
31,"[0.16, 0.0625, 0.0, 0.0, 0.0]","[-0.4451422095298767, 0.0]",-0.06300000000000001,-0.0,-0.06300000000000001,-0.0,"[0.14, 0.0, 0.0, 0.0, 0.0]"
32,"[0.14, 0.0, 0.0, 0.0, 0.0]","[-0.3930601477622986, 0.0]",-0.054,-0.0,-0.054,-0.0,"[0.12, 0.0, 0.0, 0.0, 0.0]"
33,"[0.12, 0.0, 0.0, 0.0, 0.0]","[-0.21678657829761505, 0.0]",-0.045000000000000005,-0.0,-0.045000000000000005,-0.0,"[0.1, 0.0, 0.0, 0.0, 0.0]"
34,"[0.1, 0.0, 0.0, 0.0, 0.0]","[-0.22259175777435303, 0.0]",-0.036000000000000004,-0.0,-0.036000000000000004,-0.0,"[0.08, 0.0, 0.0, 0.0, 0.0]"
35,"[0.08, 0.0, 0.0, 0.0, 0.0]","[-0.07007241249084473, 0.0]",-0.027,-0.0,-0.027,-0.0,"[0.06, 0.0, 0.0, 0.0, 0.0]"
36,"[0.06, 0.0, 0.0, 0.0, 0.0]","[0.24216413497924805, 0.0]",-0.036000000000000004,-0.0,-0.036000000000000004,-0.0,"[0.08, 0.0, 0.0, 0.0, 0.0]"
37,"[0.08, 0.0, 0.0, 0.0, 0.0]","[0.03325551748275757, 0.0]",-0.15088235294117647,-0.10588235294117647,-0.045000000000000005,-0.0,"[0.1, 0.0, 0.0, 0.23529411764705882, 1.0]"
38,"[0.1, 0.0, 0.0, 0.23529411764705882, 1.0]","[1.0, 0.0]",-0.054,-0.0,-0.054,-0.0,"[0.12, 0.6666666666666666, 0.0, 0.0, 0.0]"
39,"[0.12, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.4805218279361725, 0.0]",-0.06300000000000001,-0.0,-0.06300000000000001,-0.0,"[0.14, 0.5714285714285714, 0.0, 0.0, 0.0]"
40,"[0.14, 0.5714285714285714, 0.0, 0.0, 0.0]","[0.8043409585952759, 0.0]",-0.07200000000000001,-0.0,-0.07200000000000001,-0.0,"[0.16, 0.5, 0.0, 0.0, 0.0]"
41,"[0.16, 0.5, 0.0, 0.0, 0.0]","[0.8172335028648376, 0.0]",-0.14850000000000002,-0.0675,-0.081,-0.0,"[0.18, 0.4444444444444444, 0.0, 0.15, 1.0]"
42,"[0.18, 0.4444444444444444, 0.0, 0.15, 1.0]","[1.0, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.7000000000000001, 0.0, 0.0, 0.0]"
43,"[0.2, 0.7000000000000001, 0.0, 0.0, 0.0]","[0.6535066366195679, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.6363636363636364, 0.0, 0.0, 0.0]"
44,"[0.22, 0.6363636363636364, 0.0, 0.0, 0.0]","[0.8816062211990356, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.5833333333333333, 0.0, 0.0, 0.0]"
45,"[0.24, 0.5833333333333333, 0.0, 0.0, 0.0]","[0.426697701215744, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.5384615384615385, 0.0, 0.0, 0.0]"
46,"[0.26, 0.5384615384615385, 0.0, 0.0, 0.0]","[-0.5335760116577148, 0.0]",-0.183,-0.075,-0.108,-0.0,"[0.24, 0.5, 0.0, 0.16666666666666666, 1.0]"
47,"[0.24, 0.5, 0.0, 0.16666666666666666, 1.0]","[0.8076372742652893, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.8461538461538461, 0.0, 0.0, 0.0]"
48,"[0.26, 0.8461538461538461, 0.0, 0.0, 0.0]","[0.3253166377544403, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.7857142857142858, 0.0, 0.0, 0.0]"
49,"[0.28, 0.7857142857142858, 0.0, 0.0, 0.0]","[0.6019043922424316, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.4666666666666666, 0.0, 0.0, 0.0]"
50,"[0.3, 0.4666666666666666, 0.0, 0.0, 0.0]","[-0.976245641708374, 0.0]",-0.14400000000000002,-0.018000000000000002,-0.12600000000000003,-0.0,"[0.28, 0.5, 0.0, 0.04, 1.0]"
51,"[0.28, 0.5, 0.0, 0.04, 1.0]","[-1.0, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.6153846153846154, 0.0, 0.0, 0.0]"
52,"[0.26, 0.6153846153846154, 0.0, 0.0, 0.0]","[0.20850761234760284, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.5714285714285715, 0.0, 0.0, 0.0]"
53,"[0.28, 0.5714285714285715, 0.0, 0.0, 0.0]","[-0.6492986679077148, 0.0]",-0.17906896551724139,-0.06206896551724138,-0.117,-0.0,"[0.26, 0.5384615384615385, 0.0, 0.13793103448275862, 1.0]"
54,"[0.26, 0.5384615384615385, 0.0, 0.13793103448275862, 1.0]","[0.049036361277103424, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.7142857142857142, 0.0, 0.0, 0.0]"
55,"[0.28, 0.7142857142857142, 0.0, 0.0, 0.0]","[0.3969494104385376, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.6666666666666667, 0.0, 0.0, 0.0]"
56,"[0.3, 0.6666666666666667, 0.0, 0.0, 0.0]","[-0.4747401177883148, 0.0]",-0.16818750000000005,-0.0421875,-0.12600000000000003,-0.0,"[0.28, 0.6428571428571429, 0.0, 0.09375, 1.0]"
57,"[0.28, 0.6428571428571429, 0.0, 0.09375, 1.0]","[-1.0, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 1.0, 1.0, 0.0, 0.0]"
58,"[0.26, 1.0, 1.0, 0.0, 0.0]","[0.45675158500671387, 0.22309362888336182]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.8214285714285714, 0.0, 0.0, 0.0]"
59,"[0.28, 0.8214285714285714, 0.0, 0.0, 0.0]","[0.5570551753044128, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.7333333333333333, 0.0, 0.0, 0.0]"
60,"[0.3, 0.7333333333333333, 0.0, 0.0, 0.0]","[0.1294925957918167, 0.0]",-0.14400000000000002,-0.0,-0.14400000000000002,-0.0,"[0.32, 0.625, 0.0, 0.0, 0.0]"
61,"[0.32, 0.625, 0.0, 0.0, 0.0]","[-0.9763781428337097, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.4000000000000001, 0.0, 0.0, 0.0]"
62,"[0.3, 0.4000000000000001, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.25, 0.0, 0.0, 0.0]"
63,"[0.28, 0.25, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.167,-0.049999999999999996,-0.117,-0.0,"[0.26, 0.23076923076923075, 0.0, 0.1111111111111111, 1.0]"
64,"[0.26, 0.23076923076923075, 0.0, 0.1111111111111111, 1.0]","[-0.48868128657341003, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.5833333333333333, 0.0, 0.0, 0.0]"
65,"[0.24, 0.5833333333333333, 0.0, 0.0, 0.0]","[0.3102460205554962, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.5384615384615385, 0.0, 0.0, 0.0]"
66,"[0.26, 0.5384615384615385, 0.0, 0.0, 0.0]","[-0.5894303321838379, 0.0]",-0.153,-0.045000000000000005,-0.108,-0.0,"[0.24, 0.5, 0.0, 0.1, 1.0]"
67,"[0.24, 0.5, 0.0, 0.1, 1.0]","[-0.8937954902648926, 0.0]",-0.10462500000000001,-0.005625000000000001,-0.099,-0.0,"[0.22, 0.8181818181818181, 0.0, 0.0125, 0.0]"
68,"[0.22, 0.8181818181818181, 0.0, 0.0125, 0.0]","[0.3121224641799927, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.8333333333333333, 0.0, 0.0, 0.0]"
69,"[0.24, 0.8333333333333333, 0.0, 0.0, 0.0]","[0.3774200677871704, 0.0]",-0.1483953488372093,-0.031395348837209305,-0.117,-0.0,"[0.26, 0.6923076923076923, 0.0, 0.06976744186046512, 1.0]"
70,"[0.26, 0.6923076923076923, 0.0, 0.06976744186046512, 1.0]","[-0.8508479595184326, 0.0]",-0.11846511627906976,-0.010465116279069767,-0.108,-0.0,"[0.24, 0.9166666666666666, 0.0, 0.023255813953488372, 0.0]"
71,"[0.24, 0.9166666666666666, 0.0, 0.023255813953488372, 0.0]","[0.12418802827596664, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.9230769230769231, 0.0, 0.0, 0.0]"
72,"[0.26, 0.9230769230769231, 0.0, 0.0, 0.0]","[0.3829958736896515, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.6071428571428571, 0.0, 0.0, 0.0]"
73,"[0.28, 0.6071428571428571, 0.0, 0.0, 0.0]","[-0.5207618474960327, 0.0]",-0.137,-0.02,-0.117,-0.0,"[0.26, 0.5384615384615385, 0.0, 0.044444444444444446, 1.0]"
74,"[0.26, 0.5384615384615385, 0.0, 0.044444444444444446, 1.0]","[-1.0, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.8333333333333333, 0.0, 0.0, 0.0]"
75,"[0.24, 0.8333333333333333, 0.0, 0.0, 0.0]","[0.4373093545436859, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.7692307692307693, 0.0, 0.0, 0.0]"
76,"[0.26, 0.7692307692307693, 0.0, 0.0, 0.0]","[0.6919760704040527, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.7142857142857142, 0.0, 0.0, 0.0]"
77,"[0.28, 0.7142857142857142, 0.0, 0.0, 0.0]","[0.37422841787338257, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.6666666666666667, 0.0, 0.0, 0.0]"
78,"[0.3, 0.6666666666666667, 0.0, 0.0, 0.0]","[-0.37361064553260803, 0.0]",-0.16273469387755105,-0.03673469387755102,-0.12600000000000003,-0.0,"[0.28, 0.4285714285714286, 0.0, 0.08163265306122448, 1.0]"
79,"[0.28, 0.4285714285714286, 0.0, 0.08163265306122448, 1.0]","[-1.0, 0.0]",-0.12618367346938775,-0.009183673469387754,-0.117,-0.0,"[0.26, 0.5, 0.0, 0.02040816326530612, 0.0]"
80,"[0.26, 0.5, 0.0, 0.02040816326530612, 0.0]","[-0.4248754382133484, 0.0]",-0.12564705882352942,-0.01764705882352941,-0.108,-0.0,"[0.24, 0.5416666666666667, 0.0, 0.0392156862745098, 1.0]"
81,"[0.24, 0.5416666666666667, 0.0, 0.0392156862745098, 1.0]","[-1.0, 0.0]",-0.13172727272727275,-0.03272727272727273,-0.099,-0.0,"[0.22, 0.7727272727272727, 0.0, 0.07272727272727272, 1.0]"
82,"[0.22, 0.7727272727272727, 0.0, 0.07272727272727272, 1.0]","[0.8384115695953369, 0.0]",-0.12845454545454546,-0.020454545454545454,-0.108,-0.0,"[0.24, 0.875, 0.0, 0.045454545454545456, 0.0]"
83,"[0.24, 0.875, 0.0, 0.045454545454545456, 0.0]","[0.20190361142158508, 0.0]",-0.1251818181818182,-0.008181818181818182,-0.117,-0.0,"[0.26, 0.9230769230769231, 0.0, 0.01818181818181818, 0.0]"
84,"[0.26, 0.9230769230769231, 0.0, 0.01818181818181818, 0.0]","[0.17188239097595215, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.8928571428571429, 0.0, 0.0, 0.0]"
85,"[0.28, 0.8928571428571429, 0.0, 0.0, 0.0]","[0.3719257414340973, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.8333333333333333, 0.0, 0.0, 0.0]"
86,"[0.3, 0.8333333333333333, 0.0, 0.0, 0.0]","[0.5078693628311157, 0.0]",-0.14400000000000002,-0.0,-0.14400000000000002,-0.0,"[0.32, 0.5625, 0.0, 0.0, 0.0]"
87,"[0.32, 0.5625, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.135,-0.0,-0.135,-0.0,"[0.3, 0.6, 0.0, 0.0, 0.0]"
88,"[0.3, 0.6, 0.0, 0.0, 0.0]","[-0.7720013856887817, 0.0]",-0.14178947368421055,-0.015789473684210527,-0.12600000000000003,-0.0,"[0.28, 0.46428571428571425, 0.0, 0.03508771929824561, 1.0]"
89,"[0.28, 0.46428571428571425, 0.0, 0.03508771929824561, 1.0]","[-1.0, 0.0]",-0.12489473684210527,-0.007894736842105263,-0.117,-0.0,"[0.26, 0.6153846153846154, 0.0, 0.017543859649122806, 0.0]"
90,"[0.26, 0.6153846153846154, 0.0, 0.017543859649122806, 0.0]","[0.6119377613067627, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.6428571428571429, 0.0, 0.0, 0.0]"
91,"[0.28, 0.6428571428571429, 0.0, 0.0, 0.0]","[-0.11549274623394012, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.6153846153846154, 0.0, 0.0, 0.0]"
92,"[0.26, 0.6153846153846154, 0.0, 0.0, 0.0]","[0.21126794815063477, 0.0]",-0.12600000000000003,-0.0,-0.12600000000000003,-0.0,"[0.28, 0.6428571428571429, 0.0, 0.0, 0.0]"
93,"[0.28, 0.6428571428571429, 0.0, 0.0, 0.0]","[-0.13909080624580383, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.38461538461538464, 0.0, 0.0, 0.0]"
94,"[0.26, 0.38461538461538464, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.4166666666666667, 0.0, 0.0, 0.0]"
95,"[0.24, 0.4166666666666667, 0.0, 0.0, 0.0]","[-0.9829962849617004, 0.0]",-0.12850819672131147,-0.029508196721311476,-0.099,-0.0,"[0.22, 0.45454545454545453, 0.0, 0.06557377049180328, 1.0]"
96,"[0.22, 0.45454545454545453, 0.0, 0.06557377049180328, 1.0]","[-0.9015096426010132, 0.0]",-0.09737704918032788,-0.007377049180327869,-0.09000000000000001,-0.0,"[0.2, 0.45, 0.0, 0.01639344262295082, 0.0]"
97,"[0.2, 0.45, 0.0, 0.01639344262295082, 0.0]","[0.6107773780822754, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.3636363636363636, 0.0, 0.0, 0.0]"
98,"[0.22, 0.3636363636363636, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.4, 0.0, 0.0, 0.0]"
99,"[0.2, 0.4, 0.0, 0.0, 0.0]","[-0.3972755968570709, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]"
100,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]","[0.12555105984210968, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.4, 0.0, 0.0, 0.0]"
101,"[0.2, 0.4, 0.0, 0.0, 0.0]","[-0.3602672815322876, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]"
102,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]","[0.029148928821086884, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.4, 0.0, 0.0, 0.0]"
103,"[0.2, 0.4, 0.0, 0.0, 0.0]","[-0.4257507622241974, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]"
104,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]","[0.15715329349040985, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.4, 0.0, 0.0, 0.0]"
105,"[0.2, 0.4, 0.0, 0.0, 0.0]","[-0.2968630790710449, 0.0]",-0.1086923076923077,-0.027692307692307693,-0.081,-0.0,"[0.18, 0.33333333333333337, 0.0, 0.06153846153846154, 1.0]"
106,"[0.18, 0.33333333333333337, 0.0, 0.06153846153846154, 1.0]","[-0.6731926202774048, 0.0]",-0.07892307692307693,-0.006923076923076923,-0.07200000000000001,-0.0,"[0.16, 0.875, 0.0, 0.015384615384615385, 0.0]"
107,"[0.16, 0.875, 0.0, 0.015384615384615385, 0.0]","[0.24712082743644714, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.8888888888888888, 0.0, 0.0, 0.0]"
108,"[0.18, 0.8888888888888888, 0.0, 0.0, 0.0]","[0.08971543610095978, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.7000000000000001, 0.0, 0.0, 0.0]"
109,"[0.2, 0.7000000000000001, 0.0, 0.0, 0.0]","[0.4927208423614502, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.6363636363636364, 0.0, 0.0, 0.0]"
110,"[0.22, 0.6363636363636364, 0.0, 0.0, 0.0]","[0.7388043999671936, 0.0]",-0.12143283582089552,-0.013432835820895522,-0.108,-0.0,"[0.24, 0.5416666666666667, 0.0, 0.029850746268656716, 1.0]"
111,"[0.24, 0.5416666666666667, 0.0, 0.029850746268656716, 1.0]","[-1.0, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.7727272727272727, 0.0, 0.0, 0.0]"
112,"[0.22, 0.7727272727272727, 0.0, 0.0, 0.0]","[0.47220638394355774, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.625, 0.0, 0.0, 0.0]"
113,"[0.24, 0.625, 0.0, 0.0, 0.0]","[0.7104336619377136, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.576923076923077, 0.0, 0.0, 0.0]"
114,"[0.26, 0.576923076923077, 0.0, 0.0, 0.0]","[-0.2785583734512329, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.5416666666666667, 0.0, 0.0, 0.0]"
115,"[0.24, 0.5416666666666667, 0.0, 0.0, 0.0]","[-0.035364795476198196, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.45454545454545453, 0.0, 0.0, 0.0]"
116,"[0.22, 0.45454545454545453, 0.0, 0.0, 0.0]","[-0.423420786857605, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.35, 0.0, 0.0, 0.0]"
117,"[0.2, 0.35, 0.0, 0.0, 0.0]","[-0.8473212718963623, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]"
118,"[0.18, 0.3888888888888889, 0.0, 0.0, 0.0]","[0.16414569318294525, 0.0]",-0.10928571428571429,-0.019285714285714288,-0.09000000000000001,-0.0,"[0.2, 0.35, 0.0, 0.04285714285714286, 1.0]"
119,"[0.2, 0.35, 0.0, 0.04285714285714286, 1.0]","[-0.7894124984741211, 0.0]",-0.081,-0.0,-0.081,-0.0,"[0.18, 0.6111111111111112, 0.0, 0.0, 0.0]"
120,"[0.18, 0.6111111111111112, 0.0, 0.0, 0.0]","[0.7924271821975708, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.65, 0.0, 0.0, 0.0]"
121,"[0.2, 0.65, 0.0, 0.0, 0.0]","[0.8231498599052429, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.5909090909090909, 0.0, 0.0, 0.0]"
122,"[0.22, 0.5909090909090909, 0.0, 0.0, 0.0]","[0.7616993188858032, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.5416666666666667, 0.0, 0.0, 0.0]"
123,"[0.24, 0.5416666666666667, 0.0, 0.0, 0.0]","[0.05942279100418091, 0.0]",-0.117,-0.0,-0.117,-0.0,"[0.26, 0.5, 0.0, 0.0, 0.0]"
124,"[0.26, 0.5, 0.0, 0.0, 0.0]","[-0.9585984945297241, 0.0]",-0.108,-0.0,-0.108,-0.0,"[0.24, 0.125, 0.0, 0.0, 0.0]"
125,"[0.24, 0.125, 0.0, 0.0, 0.0]","[-0.9899764060974121, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.13636363636363638, 0.0, 0.0, 0.0]"
126,"[0.22, 0.13636363636363638, 0.0, 0.0, 0.0]","[-0.9341312050819397, 0.0]",-0.11432432432432434,-0.024324324324324326,-0.09000000000000001,-0.0,"[0.2, 0.10000000000000002, 0.0, 0.05405405405405406, 1.0]"
127,"[0.2, 0.10000000000000002, 0.0, 0.05405405405405406, 1.0]","[-0.4444008469581604, 0.0]",-0.08708108108108109,-0.006081081081081081,-0.081,-0.0,"[0.18, 0.4444444444444444, 0.0, 0.013513513513513514, 0.0]"
128,"[0.18, 0.4444444444444444, 0.0, 0.013513513513513514, 0.0]","[0.7756479978561401, 0.0]",-0.09000000000000001,-0.0,-0.09000000000000001,-0.0,"[0.2, 0.5, 0.0, 0.0, 0.0]"
129,"[0.2, 0.5, 0.0, 0.0, 0.0]","[0.5987339615821838, 0.0]",-0.099,-0.0,-0.099,-0.0,"[0.22, 0.45454545454545453, 0.0, 0.0, 0.0]"
