,0,1,2,3,4,5,6,7,8,9
19,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 2, 4]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 3, 6]","[9, 1, 2]"
20,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 2, 4]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 3, 6]","[9, 1, 2]"
21,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 2, 4]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 3, 6]","[9, 2, 4]"
22,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 3, 6]","[9, 2, 4]"
23,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 3, 6]","[9, 1, 2]"
24,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 2, 4]","[9, 1, 2]"
25,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 2, 4]","[9, 1, 2]"
26,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 0, 0]","[6, 2, 4]","[7, 1, 2]","[8, 2, 4]","[9, 2, 4]"
27,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 2, 4]","[7, 1, 2]","[8, 2, 4]","[9, 2, 4]"
28,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 2, 4]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
29,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 2, 4]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
30,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 2, 4]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
31,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 2, 4]","[7, 0, 0]","[8, 1, 2]","[9, 3, 6]"
32,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 2, 4]","[7, 0, 0]","[8, 0, 0]","[9, 3, 6]"
33,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 0, 0]","[9, 3, 6]"
34,"[0, 0, 0]","[1, 1, 2]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 3, 6]"
35,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 3, 6]"
36,"[0, 0, 0]","[1, 0, 0]","[2, 0, 0]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 2, 4]"
37,"[0, 0, 0]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 2, 4]"
38,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 2, 4]"
39,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 3, 6]"
40,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 3, 6]"
41,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 3, 6]"
42,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 3, 6]"
43,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 4, 8]"
44,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 2, 4]","[9, 4, 8]"
45,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
46,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
47,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
48,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
49,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
50,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 2, 4]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
51,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
52,"[0, 1, 2]","[1, 0, 0]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
53,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
54,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
55,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
56,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 4, 8]","[9, 4, 8]"
57,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
58,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
59,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 2, 4]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
60,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
61,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
62,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
63,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 2, 4]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
64,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 3, 6]","[9, 4, 8]"
65,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 4, 8]"
66,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 4, 8]"
67,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
68,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
69,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
70,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
71,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
72,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
73,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
74,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 3, 6]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
75,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
76,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
77,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
78,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 4, 8]"
79,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 3, 6]"
80,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 3, 6]"
81,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
82,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
83,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
84,"[0, 1, 2]","[1, 1, 2]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
85,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
86,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
87,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 3, 6]","[4, 1, 2]","[5, 2, 4]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
88,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 2, 4]","[9, 2, 4]"
89,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 3, 6]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
90,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
91,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 1, 2]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
92,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
93,"[0, 1, 2]","[1, 2, 4]","[2, 4, 8]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 2, 4]"
94,"[0, 1, 2]","[1, 2, 4]","[2, 4, 8]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 1, 2]"
95,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 1, 2]"
96,"[0, 1, 2]","[1, 2, 4]","[2, 3, 6]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 1, 2]"
97,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 1, 2]"
98,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 1, 2]","[7, 0, 0]","[8, 1, 2]","[9, 1, 2]"
99,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 1, 2]","[9, 1, 2]"
100,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
101,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
102,"[0, 1, 2]","[1, 3, 6]","[2, 1, 2]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
103,"[0, 2, 4]","[1, 3, 6]","[2, 1, 2]","[3, 2, 4]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
104,"[0, 2, 4]","[1, 3, 6]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
105,"[0, 2, 4]","[1, 4, 8]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
106,"[0, 1, 2]","[1, 4, 8]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
107,"[0, 1, 2]","[1, 3, 6]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
108,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
109,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
110,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
111,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
112,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
113,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 3, 6]","[5, 0, 0]","[6, 0, 0]","[7, 0, 0]","[8, 0, 0]","[9, 1, 2]"
114,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 3, 6]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
115,"[0, 2, 4]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 3, 6]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
116,"[0, 2, 4]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 3, 6]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
117,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 3, 6]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
118,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
119,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
120,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
121,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
122,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 2, 4]","[8, 1, 2]","[9, 0, 0]"
123,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 3, 6]","[8, 1, 2]","[9, 0, 0]"
124,"[0, 2, 4]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 3, 6]","[8, 1, 2]","[9, 0, 0]"
125,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 3, 6]","[8, 1, 2]","[9, 0, 0]"
126,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 2, 4]","[8, 1, 2]","[9, 0, 0]"
127,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
128,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
129,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 0, 0]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 0, 0]"
130,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 0, 0]"
131,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 0, 0]"
132,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 0, 0]"
133,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
134,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
