,job_id,arrival_time,mi,allocated_cores
167,167,172,633,8
168,168,173,539,6
169,169,174,115,8
170,170,175,540,4
171,171,176,632,2
172,172,178,956,4
173,173,178,585,2
174,174,179,967,6
175,175,180,962,2
176,176,180,650,4
177,177,180,506,6
178,178,182,466,4
179,179,184,890,8
180,180,186,28,4
181,181,187,114,4
182,182,189,102,2
183,183,191,757,6
184,184,191,340,4
185,185,193,638,8
186,186,195,604,2
187,187,199,386,4
188,188,199,532,6
189,189,200,645,2
190,190,200,941,4
191,191,201,576,4
192,192,202,614,2
193,193,203,68,6
194,194,203,952,8
195,195,203,528,6
196,196,203,801,8
197,197,205,50,6
198,198,208,421,2
199,199,208,257,8
200,200,209,267,2
201,201,209,791,4
202,202,210,624,2
203,203,210,440,8
204,204,210,11,4
205,205,210,965,8
206,206,210,962,8
207,207,210,218,2
208,208,210,41,6
209,209,213,530,6
210,210,213,951,2
211,211,214,910,2
212,212,215,585,6
213,213,216,304,6
214,214,216,330,2
215,215,217,898,6
216,216,218,492,2
217,217,219,131,2
218,218,219,248,2
219,219,220,277,2
220,220,220,124,2
221,221,222,463,2
222,222,222,916,4
223,223,222,669,2
224,224,226,72,2
225,225,227,5,4
226,226,227,276,6
227,227,228,363,2
228,228,229,777,2
229,229,231,967,4
230,230,232,388,6
231,231,233,687,2
232,232,233,995,2
233,233,234,746,8
234,234,235,636,4
235,235,237,78,6
236,236,243,323,6
237,237,243,913,6
238,238,243,201,8
239,239,243,844,6
240,240,244,696,4
241,241,245,366,4
242,242,248,529,2
243,243,250,543,2
244,244,251,714,4
245,245,252,517,6
246,246,252,133,2
247,247,253,773,2
248,248,254,406,6
249,249,255,963,2
250,250,257,284,4
251,251,257,263,8
252,252,258,334,8
253,253,258,572,4
254,254,260,895,2
255,255,261,176,4
256,256,261,280,2
257,257,263,582,2
258,258,263,454,4
259,259,263,447,4
260,260,264,821,4
261,261,265,924,8
262,262,266,481,8
263,263,267,687,2
264,264,267,801,4
265,265,268,518,6
266,266,268,294,2
267,267,268,638,2
268,268,270,585,8
269,269,271,902,6
270,270,273,52,6
271,271,274,910,8
272,272,276,534,2
273,273,276,16,8
274,274,277,345,6
275,275,278,724,8
276,276,279,488,4
277,277,279,980,4
278,278,280,423,2
279,279,282,327,2
280,280,286,822,8
281,281,290,548,4
282,282,290,682,2
283,283,292,806,4
284,284,292,671,8
285,285,294,422,6
286,286,294,125,6
287,287,295,580,6
288,288,295,897,2
289,289,296,419,6
290,290,296,911,4
291,291,296,504,8
292,292,296,621,4
293,293,300,833,4
294,294,300,565,8
295,295,301,91,8
296,296,302,981,4
297,297,303,246,4
298,298,303,711,8
299,299,304,505,6
300,300,305,479,4
301,301,305,244,8
302,302,305,722,6
303,303,306,113,8
304,304,307,990,4
305,305,308,845,2
306,306,308,535,6
307,307,308,425,2
308,308,310,286,6
309,309,311,502,6
310,310,314,879,2
311,311,317,275,4
312,312,317,501,4
313,313,317,235,4
314,314,317,337,8
315,315,318,190,4
316,316,320,991,8
317,317,320,571,6
318,318,323,733,4
319,319,325,98,6
320,320,325,366,6
321,321,328,893,8
322,322,329,84,6
323,323,329,165,2
324,324,329,625,2
325,325,330,623,4
326,326,331,838,8
327,327,333,935,6
328,328,334,142,4
329,329,334,259,8
330,330,335,427,2
331,331,336,1,8
332,332,338,70,2
333,333,339,226,8
334,334,339,481,8
335,335,342,252,2
336,336,342,877,6
337,337,343,324,2
338,338,343,925,8
339,339,343,975,2
340,340,344,450,4
341,341,346,227,4
342,342,347,292,4
343,343,348,776,4
344,344,349,273,2
345,345,350,381,2
346,346,350,479,6
347,347,350,575,2
348,348,352,996,4
349,349,352,232,6
350,350,352,353,6
351,351,352,263,8
352,352,352,361,2
353,353,352,101,2
354,354,352,360,6
355,355,352,888,8
356,356,352,299,6
357,357,353,372,6
358,358,355,944,2
359,359,355,728,4
360,360,355,517,8
361,361,356,777,6
362,362,356,123,2
363,363,359,464,8
364,364,360,118,6
365,365,364,234,2
366,366,365,142,8
367,367,365,362,2
368,368,365,382,2
369,369,366,947,2
370,370,366,264,6
371,371,367,472,4
372,372,367,811,6
373,373,367,816,6
374,374,368,750,4
375,375,368,288,2
376,376,369,495,4
377,377,372,186,6
378,378,372,188,2
379,379,374,436,6
380,380,374,739,8
381,381,375,527,2
382,382,375,887,8
383,383,375,831,6
384,384,375,32,2
385,385,377,568,6
386,386,377,609,8
387,387,380,962,2
388,388,383,23,4
389,389,383,531,6
390,390,383,205,4
391,391,384,54,2
392,392,385,587,2
393,393,387,773,4
394,394,388,775,2
395,395,389,30,8
396,396,389,407,2
397,397,389,45,2
398,398,389,248,8
399,399,390,193,4
400,400,391,215,6
401,401,392,339,8
402,402,394,277,6
403,403,394,962,8
404,404,394,352,6
405,405,395,894,2
406,406,396,181,2
407,407,397,764,4
408,408,399,61,8
409,409,401,463,4
410,410,402,6,4
411,411,403,810,4
412,412,403,950,2
413,413,403,35,8
414,414,404,934,8
415,415,405,774,8
416,416,405,359,8
417,417,406,909,4
418,418,406,296,8
419,419,407,409,4
420,420,409,97,4
421,421,410,657,8
422,422,413,30,8
423,423,414,485,8
424,424,414,683,6
425,425,415,821,2
426,426,415,150,4
427,427,415,754,8
428,428,417,719,2
429,429,418,560,4
430,430,419,585,8
431,431,421,91,6
432,432,424,600,6
433,433,425,382,2
434,434,425,868,8
435,435,427,313,4
436,436,427,577,6
437,437,429,427,8
438,438,429,876,8
439,439,432,254,8
440,440,433,79,4
441,441,433,749,4
442,442,434,413,6
443,443,434,589,6
444,444,437,26,6
445,445,439,952,2
446,446,439,878,2
447,447,441,624,2
448,448,443,17,2
449,449,444,378,6
450,450,445,979,6
451,451,447,681,8
452,452,448,161,6
453,453,448,461,4
454,454,448,967,8
455,455,448,535,6
456,456,450,25,6
457,457,450,620,6
458,458,450,271,6
459,459,450,99,8
460,460,451,403,6
461,461,452,559,8
462,462,454,17,2
463,463,454,559,2
464,464,455,511,8
465,465,456,794,6
466,466,458,424,8
467,467,460,553,8
468,468,461,742,4
469,469,462,897,8
470,470,462,380,4
471,471,462,602,4
472,472,464,695,4
473,473,464,43,8
474,474,464,801,6
475,475,465,377,4
476,476,465,670,8
477,477,465,472,2
478,478,466,702,4
479,479,466,724,4
480,480,467,192,4
481,481,469,662,4
482,482,470,851,8
483,483,470,236,2
484,484,470,758,4
485,485,470,634,2
486,486,471,955,4
487,487,473,260,2
488,488,474,154,8
489,489,475,312,6
490,490,475,258,2
491,491,476,757,2
492,492,476,733,4
493,493,478,670,2
494,494,481,216,2
495,495,482,862,2
496,496,482,957,4
497,497,485,532,6
498,498,487,649,6
499,499,489,501,4
500,500,490,284,6
501,501,490,286,4
502,502,490,313,4
503,503,492,191,8
504,504,494,902,2
505,505,496,858,4
506,506,497,462,6
507,507,497,367,4
508,508,499,939,2
509,509,499,222,8
510,510,501,554,2
511,511,501,54,6
512,512,502,191,8
513,513,503,604,6
514,514,503,662,6
515,515,505,581,2
516,516,508,870,4
517,517,510,993,4
518,518,511,764,8
519,519,512,465,2
520,520,515,834,8
521,521,515,120,4
522,522,515,683,8
523,523,515,518,4
524,524,516,178,4
525,525,516,973,2
526,526,518,338,8
527,527,519,615,4
528,528,522,879,6
529,529,522,507,8
530,530,523,115,2
531,531,524,819,2
532,532,524,353,4
533,533,526,983,8
534,534,527,884,6
535,535,527,853,2
536,536,527,356,4
537,537,528,757,2
538,538,528,986,2
539,539,530,526,2
540,540,530,471,6
541,541,531,15,6
542,542,531,700,6
543,543,532,858,6
544,544,532,247,6
545,545,534,315,6
546,546,535,501,8
547,547,535,72,4
548,548,538,90,6
549,549,540,421,6
550,550,540,261,8
551,551,540,406,8
552,552,542,454,2
553,553,543,976,8
554,554,545,944,2
555,555,545,140,6
556,556,546,883,6
557,557,549,80,2
558,558,549,508,8
559,559,550,164,2
560,560,550,366,2
561,561,551,743,8
562,562,551,425,2
563,563,552,807,2
564,564,553,719,2
565,565,556,943,2
566,566,557,534,4
567,567,561,802,6
568,568,562,323,6
569,569,562,346,8
570,570,563,401,2
571,571,564,411,6
572,572,566,103,2
573,573,567,519,4
574,574,568,97,4
575,575,569,890,8
576,576,570,62,6
577,577,571,450,8
578,578,572,285,4
579,579,573,155,2
580,580,573,784,4
581,581,575,715,2
582,582,576,146,6
583,583,578,633,2
584,584,580,793,6
585,585,580,773,6
586,586,581,92,8
587,587,583,686,2
588,588,584,716,6
589,589,587,862,6
590,590,587,508,4
591,591,588,461,4
592,592,591,965,8
593,593,591,797,8
594,594,591,559,2
595,595,595,331,2
596,596,596,845,6
597,597,597,455,4
598,598,599,93,6
599,599,599,455,2
600,600,600,872,2
601,601,604,448,8
602,602,606,14,4
603,603,607,611,6
604,604,609,996,4
605,605,610,817,8
606,606,610,617,2
607,607,610,914,8
608,608,615,814,2
609,609,616,499,4
610,610,617,591,8
611,611,617,731,4
612,612,618,846,6
613,613,618,58,4
614,614,618,775,6
615,615,618,448,2
616,616,618,661,4
617,617,619,765,4
618,618,620,540,6
619,619,620,159,8
620,620,620,410,6
621,621,620,77,6
622,622,621,689,2
623,623,623,954,4
624,624,625,795,8
625,625,627,390,8
626,626,629,584,4
627,627,630,304,8
628,628,632,541,6
629,629,633,301,2
630,630,637,738,4
631,631,639,259,2
632,632,639,964,6
633,633,641,662,6
634,634,643,69,2
635,635,645,11,8
636,636,646,997,8
637,637,646,221,8
638,638,646,313,2
639,639,647,208,8
640,640,647,928,8
641,641,647,652,2
642,642,647,504,2
643,643,647,558,2
644,644,649,318,8
645,645,649,614,2
646,646,651,420,6
647,647,652,199,8
648,648,653,657,2
649,649,654,374,2
650,650,657,785,4
651,651,660,415,6
652,652,661,508,6
653,653,667,787,8
654,654,667,448,6
655,655,667,966,8
656,656,667,793,2
657,657,670,826,8
658,658,670,954,2
659,659,671,389,2
660,660,673,580,2
661,661,674,694,4
662,662,676,673,2
663,663,676,953,2
664,664,676,288,8
665,665,678,291,4
666,666,680,918,2
667,667,681,799,2
668,668,682,203,4
669,669,682,570,2
670,670,682,746,8
671,671,684,353,8
672,672,684,434,2
673,673,685,575,8
674,674,688,467,2
675,675,689,753,6
676,676,691,6,2
677,677,693,435,2
678,678,695,338,2
679,679,695,609,6
680,680,696,776,4
681,681,697,76,4
682,682,697,158,2
683,683,698,665,4
684,684,700,738,2
685,685,701,588,6
686,686,701,983,4
687,687,701,499,6
688,688,701,136,4
689,689,701,686,6
690,690,702,602,6
691,691,705,590,8
692,692,708,546,2
693,693,708,939,2
694,694,708,129,4
695,695,711,73,6
696,696,711,154,8
697,697,713,245,8
698,698,715,593,4
699,699,715,612,2
700,700,715,233,8
701,701,715,489,6
702,702,715,482,8
703,703,715,453,2
704,704,716,804,4
705,705,716,472,6
706,706,716,758,2
707,707,716,166,8
708,708,716,532,6
709,709,716,824,6
710,710,720,178,4
711,711,720,465,8
712,712,721,609,8
713,713,722,185,2
714,714,725,757,8
715,715,726,79,6
716,716,727,946,8
717,717,727,468,4
718,718,727,336,8
719,719,730,117,8
720,720,732,433,2
721,721,733,660,4
722,722,734,94,2
723,723,736,306,8
724,724,739,836,6
725,725,741,646,4
726,726,741,206,2
727,727,743,161,4
728,728,744,904,6
729,729,745,287,6
730,730,746,180,2
731,731,746,1000,2
732,732,748,309,2
733,733,748,125,6
734,734,748,462,8
735,735,751,434,4
736,736,752,927,2
737,737,752,134,8
738,738,753,91,8
739,739,753,93,8
740,740,755,904,4
741,741,755,449,6
742,742,755,151,8
743,743,755,594,4
744,744,755,538,2
745,745,757,198,8
746,746,759,603,2
747,747,762,340,2
748,748,762,238,6
749,749,762,510,6
750,750,763,292,8
751,751,764,222,6
752,752,766,880,4
753,753,769,156,8
754,754,772,281,8
755,755,773,386,2
756,756,774,274,8
757,757,776,211,6
758,758,777,771,8
759,759,780,329,6
760,760,781,113,2
761,761,781,541,2
762,762,781,125,2
763,763,782,358,4
764,764,784,882,4
765,765,788,369,6
766,766,788,633,4
767,767,789,515,6
768,768,789,138,8
769,769,793,649,8
770,770,794,856,2
771,771,794,93,4
772,772,794,754,6
773,773,794,690,6
774,774,794,867,4
775,775,795,104,6
776,776,796,306,2
777,777,796,694,6
778,778,796,22,2
779,779,796,734,8
780,780,796,858,8
781,781,798,453,4
782,782,803,434,8
783,783,804,278,4
784,784,805,5,6
785,785,807,186,4
786,786,807,980,4
787,787,807,867,8
788,788,808,267,2
789,789,810,964,2
790,790,812,368,4
791,791,814,298,4
792,792,815,153,8
793,793,818,902,8
794,794,819,987,6
795,795,822,327,2
796,796,822,703,8
797,797,822,335,4
798,798,822,105,8
799,799,822,393,6
800,800,823,552,8
801,801,827,123,8
802,802,828,818,2
803,803,829,497,6
804,804,829,234,8
805,805,829,593,4
806,806,830,793,4
807,807,830,328,4
808,808,832,701,2
809,809,833,428,2
810,810,834,964,4
811,811,836,771,6
812,812,837,356,4
813,813,837,18,4
814,814,837,658,8
815,815,837,198,2
816,816,838,122,6
817,817,840,932,6
818,818,843,1000,2
819,819,844,270,6
820,820,845,302,8
821,821,846,165,6
822,822,846,458,8
823,823,846,866,4
824,824,848,702,6
825,825,849,846,2
826,826,851,228,8
827,827,851,730,8
828,828,852,919,4
829,829,854,281,4
830,830,854,691,2
831,831,854,401,6
832,832,854,290,4
833,833,856,970,8
834,834,857,349,8
835,835,858,108,8
836,836,858,389,8
837,837,859,448,8
838,838,860,752,6
839,839,864,950,8
840,840,864,817,6
841,841,865,931,6
842,842,865,475,8
843,843,865,719,2
844,844,866,309,8
845,845,866,70,6
846,846,866,365,8
847,847,867,698,4
848,848,867,275,4
849,849,867,861,2
850,850,868,791,8
851,851,871,194,4
852,852,871,331,6
853,853,872,825,4
854,854,872,244,2
855,855,872,332,6
856,856,872,343,6
857,857,873,801,2
858,858,873,37,4
859,859,874,74,6
860,860,875,578,4
861,861,877,397,6
862,862,877,633,2
863,863,879,266,8
864,864,882,910,4
865,865,882,761,2
866,866,882,68,8
867,867,882,784,8
868,868,883,970,8
869,869,884,942,2
870,870,884,735,6
871,871,884,124,2
872,872,886,576,4
873,873,887,284,8
874,874,888,970,6
875,875,889,717,6
876,876,892,611,2
877,877,893,695,6
878,878,894,438,2
879,879,895,373,6
880,880,895,936,8
881,881,896,332,4
882,882,896,41,2
883,883,898,401,4
884,884,899,790,4
885,885,900,648,4
886,886,901,962,6
887,887,902,106,8
888,888,904,912,8
889,889,907,369,4
890,890,909,474,4
891,891,910,428,8
892,892,911,116,6
893,893,911,248,6
894,894,911,742,2
895,895,912,23,8
896,896,914,134,8
897,897,918,25,8
898,898,919,857,6
899,899,922,617,6
900,900,922,170,2
901,901,926,769,8
902,902,926,967,2
903,903,927,935,8
904,904,928,922,8
905,905,930,8,8
906,906,931,589,2
907,907,932,257,4
908,908,934,565,6
909,909,934,318,6
910,910,936,154,2
911,911,937,444,2
912,912,938,495,6
913,913,938,990,8
914,914,938,42,2
915,915,940,301,8
916,916,941,852,6
917,917,942,660,6
918,918,943,827,6
919,919,944,660,8
920,920,944,760,2
921,921,944,493,6
922,922,947,205,8
923,923,949,810,8
924,924,949,568,4
925,925,950,140,6
926,926,950,805,2
927,927,950,959,6
928,928,951,346,4
929,929,952,294,6
930,930,952,82,4
931,931,952,664,4
932,932,953,959,6
933,933,953,136,2
934,934,954,485,6
935,935,956,98,8
936,936,958,34,8
937,937,960,665,4
938,938,960,868,8
939,939,963,338,6
940,940,964,876,8
941,941,967,117,6
942,942,968,238,8
943,943,969,902,2
944,944,969,509,8
945,945,969,608,4
946,946,969,38,2
947,947,971,128,2
948,948,971,56,6
949,949,971,905,6
950,950,972,135,4
951,951,972,850,4
952,952,974,351,4
953,953,977,801,4
954,954,977,365,2
955,955,978,268,4
956,956,978,94,8
957,957,979,281,8
958,958,980,471,8
959,959,980,818,4
960,960,982,453,8
961,961,984,971,6
962,962,984,542,2
963,963,984,25,4
964,964,986,415,2
965,965,987,689,6
966,966,988,234,2
967,967,991,699,2
968,968,991,504,4
969,969,991,26,2
970,970,993,774,4
971,971,994,560,6
972,972,994,82,8
973,973,994,475,4
974,974,995,287,6
975,975,996,880,6
976,976,997,285,4
977,977,997,942,4
978,978,998,546,2
979,979,1000,324,4
980,980,1002,814,8
981,981,1004,697,8
982,982,1005,414,8
983,983,1007,630,6
984,984,1008,779,8
985,985,1009,852,8
986,986,1011,816,2
987,987,1012,166,4
988,988,1014,828,2
989,989,1014,59,2
990,990,1015,200,6
991,991,1016,623,6
992,992,1016,115,6
993,993,1017,603,4
994,994,1017,308,6
995,995,1017,429,8
996,996,1017,315,2
997,997,1017,70,6
998,998,1017,501,2
999,999,1018,964,6
