,job_id,arrival_time,mi,allocated_cores
149,149,741,196,2
150,150,749,838,8
151,151,752,626,4
152,152,756,225,2
153,153,758,967,4
154,154,763,216,2
155,155,772,679,2
156,156,775,474,4
157,157,779,723,6
158,158,782,98,8
159,159,785,953,6
160,160,792,204,4
161,161,796,220,4
162,162,801,554,2
163,163,805,350,8
164,164,812,442,4
165,165,821,37,6
166,166,824,235,8
167,167,828,774,4
168,168,833,902,4
169,169,838,233,6
170,170,842,773,6
171,171,844,29,6
172,172,850,45,6
173,173,857,393,4
174,174,862,148,4
175,175,865,166,2
176,176,868,627,8
177,177,874,858,8
178,178,879,779,8
179,179,883,336,6
180,180,884,875,4
181,181,885,841,4
182,182,888,524,6
183,183,892,476,6
184,184,898,58,4
185,185,905,151,4
186,186,909,85,8
187,187,912,527,8
188,188,919,677,4
189,189,923,619,4
190,190,927,873,4
191,191,937,659,6
192,192,938,830,6
193,193,945,140,2
194,194,949,172,6
195,195,952,918,2
196,196,954,355,4
197,197,961,217,4
198,198,966,912,8
199,199,968,970,6
200,200,976,638,6
201,201,982,388,4
202,202,990,688,8
203,203,995,16,8
204,204,1004,145,4
205,205,1008,369,8
206,206,1012,832,4
207,207,1020,304,4
208,208,1023,58,8
209,209,1025,379,6
210,210,1029,241,4
211,211,1033,56,6
212,212,1042,399,2
213,213,1047,351,4
214,214,1057,734,8
215,215,1067,63,8
216,216,1070,379,4
217,217,1072,342,2
218,218,1076,647,6
219,219,1082,888,2
220,220,1090,143,2
221,221,1092,816,4
222,222,1100,610,6
223,223,1105,29,4
224,224,1113,767,4
225,225,1117,538,8
226,226,1124,800,6
227,227,1128,409,4
228,228,1134,666,8
229,229,1144,199,8
230,230,1147,192,4
231,231,1150,340,4
232,232,1156,519,2
233,233,1162,717,6
234,234,1169,667,6
235,235,1172,821,8
236,236,1177,426,6
237,237,1179,913,4
238,238,1182,109,4
239,239,1184,187,6
240,240,1191,684,2
241,241,1199,254,6
242,242,1203,165,8
243,243,1214,886,8
244,244,1223,68,6
245,245,1226,991,4
246,246,1231,863,4
247,247,1235,868,4
248,248,1244,629,2
249,249,1247,225,4
250,250,1248,798,2
251,251,1254,54,6
252,252,1259,582,4
253,253,1269,439,6
254,254,1276,750,4
255,255,1284,24,8
256,256,1288,387,8
257,257,1297,477,8
258,258,1304,152,6
259,259,1307,415,2
260,260,1312,910,6
261,261,1313,469,4
262,262,1316,252,6
263,263,1324,532,8
264,264,1329,61,2
265,265,1334,294,4
266,266,1341,784,6
267,267,1350,642,4
268,268,1352,24,2
269,269,1363,570,4
270,270,1363,217,6
271,271,1367,976,4
272,272,1375,784,8
273,273,1378,128,2
274,274,1384,386,8
275,275,1391,490,2
276,276,1396,182,6
277,277,1401,704,4
278,278,1405,841,4
279,279,1410,4,2
280,280,1414,133,2
281,281,1422,283,8
282,282,1426,984,6
283,283,1429,405,2
284,284,1433,170,2
285,285,1438,121,4
286,286,1442,901,4
287,287,1446,810,6
288,288,1451,619,4
289,289,1458,540,6
290,290,1463,777,6
291,291,1468,318,4
292,292,1472,640,2
293,293,1481,737,6
294,294,1484,576,4
295,295,1490,169,2
296,296,1495,986,6
297,297,1502,811,6
298,298,1506,491,6
299,299,1508,620,4
300,300,1517,760,2
301,301,1527,459,8
302,302,1533,739,6
303,303,1539,773,2
304,304,1545,459,8
305,305,1548,188,8
306,306,1553,598,8
307,307,1557,554,4
308,308,1565,500,8
309,309,1568,59,2
310,310,1572,778,2
311,311,1575,539,8
312,312,1582,431,8
313,313,1586,815,8
314,314,1596,197,4
315,315,1600,272,8
316,316,1604,640,4
317,317,1606,390,4
318,318,1612,303,6
319,319,1615,255,6
320,320,1617,486,8
321,321,1621,776,4
322,322,1624,805,8
323,323,1625,791,8
324,324,1634,886,4
325,325,1638,51,4
326,326,1641,982,2
327,327,1646,426,2
328,328,1646,193,8
329,329,1650,970,8
330,330,1657,825,4
331,331,1661,930,4
332,332,1670,523,6
333,333,1674,748,2
334,334,1678,519,6
335,335,1679,539,4
336,336,1684,952,2
337,337,1689,738,8
338,338,1694,567,2
339,339,1702,393,2
340,340,1709,164,2
341,341,1714,116,8
342,342,1718,300,4
343,343,1724,693,6
344,344,1730,192,2
345,345,1736,131,2
346,346,1745,78,6
347,347,1750,846,8
348,348,1758,241,2
349,349,1761,201,2
350,350,1764,391,4
351,351,1770,629,6
352,352,1773,586,8
353,353,1778,924,6
354,354,1783,682,6
355,355,1787,562,2
356,356,1796,712,8
357,357,1797,664,6
358,358,1799,767,4
359,359,1805,572,4
360,360,1811,807,8
361,361,1813,900,4
362,362,1819,696,2
363,363,1824,358,8
364,364,1834,280,6
365,365,1837,637,2
366,366,1845,631,2
367,367,1850,24,6
368,368,1854,747,2
369,369,1858,222,6
370,370,1865,54,4
371,371,1868,153,4
372,372,1871,657,2
373,373,1880,523,4
374,374,1887,847,8
375,375,1893,106,6
376,376,1898,830,4
377,377,1907,651,6
378,378,1913,215,4
379,379,1921,737,4
380,380,1927,741,4
381,381,1934,108,8
382,382,1939,266,6
383,383,1946,639,4
384,384,1951,381,2
385,385,1955,765,4
386,386,1961,536,2
387,387,1962,857,2
388,388,1965,111,2
389,389,1972,734,4
390,390,1977,465,8
391,391,1980,519,4
392,392,1988,284,6
393,393,1991,269,8
394,394,1999,190,6
395,395,2003,373,2
396,396,2008,239,2
397,397,2011,190,8
398,398,2015,962,4
399,399,2017,447,2
400,400,2020,678,6
401,401,2025,374,2
402,402,2026,570,2
403,403,2032,499,8
404,404,2036,613,4
405,405,2044,723,8
406,406,2051,664,2
407,407,2055,762,4
408,408,2059,146,6
409,409,2065,94,8
410,410,2068,339,2
411,411,2070,482,8
412,412,2079,224,6
413,413,2086,773,8
414,414,2092,720,8
415,415,2097,914,4
416,416,2104,729,6
417,417,2110,107,2
418,418,2112,665,4
419,419,2121,412,2
420,420,2128,260,6
421,421,2138,602,4
422,422,2143,302,2
423,423,2146,531,6
424,424,2151,576,6
425,425,2157,529,4
426,426,2164,11,4
427,427,2167,349,8
428,428,2172,790,2
429,429,2180,347,2
430,430,2186,509,8
431,431,2189,347,4
432,432,2199,199,4
433,433,2205,200,4
434,434,2211,749,2
435,435,2217,628,6
436,436,2219,932,4
437,437,2225,421,4
438,438,2231,637,4
439,439,2243,469,6
440,440,2249,474,6
441,441,2253,854,6
442,442,2257,454,8
443,443,2263,928,2
444,444,2269,621,2
445,445,2273,85,6
446,446,2279,68,6
447,447,2284,982,8
448,448,2289,399,4
449,449,2294,587,2
450,450,2298,432,4
451,451,2304,159,4
452,452,2307,126,4
453,453,2311,213,2
454,454,2315,605,6
455,455,2319,547,2
456,456,2322,329,8
457,457,2327,44,6
458,458,2331,324,4
459,459,2337,398,8
460,460,2342,756,2
461,461,2348,737,4
462,462,2354,221,6
463,463,2359,228,8
464,464,2367,628,6
465,465,2372,652,4
466,466,2378,561,4
467,467,2385,112,4
468,468,2392,286,6
469,469,2395,32,6
470,470,2402,762,8
471,471,2405,807,6
472,472,2409,920,8
473,473,2416,88,4
474,474,2425,906,6
475,475,2430,918,2
476,476,2435,998,2
477,477,2437,778,8
478,478,2440,263,4
479,479,2444,265,2
480,480,2448,688,8
481,481,2452,680,6
482,482,2461,660,2
483,483,2465,353,6
484,484,2469,520,4
485,485,2472,301,4
486,486,2478,597,8
487,487,2480,772,2
488,488,2485,699,4
489,489,2489,433,4
490,490,2492,525,8
491,491,2496,772,8
492,492,2500,233,2
493,493,2508,221,2
494,494,2513,485,8
495,495,2517,494,2
496,496,2520,23,4
497,497,2529,582,8
498,498,2534,418,8
499,499,2537,576,6
500,500,2541,915,6
501,501,2547,333,6
502,502,2554,108,4
503,503,2560,207,2
504,504,2566,307,8
505,505,2571,863,2
506,506,2577,549,6
507,507,2579,995,4
508,508,2590,285,2
509,509,2593,69,4
510,510,2600,301,8
511,511,2605,993,2
512,512,2610,743,6
513,513,2615,915,4
514,514,2619,595,8
515,515,2625,275,6
516,516,2630,954,8
517,517,2637,229,6
518,518,2643,397,2
519,519,2645,293,2
520,520,2653,643,4
521,521,2657,418,6
522,522,2660,957,2
523,523,2665,967,2
524,524,2666,97,2
525,525,2676,928,6
526,526,2679,798,4
527,527,2684,712,2
528,528,2688,363,8
529,529,2691,680,8
530,530,2696,811,2
531,531,2700,830,6
532,532,2703,806,2
533,533,2708,320,8
534,534,2715,185,6
535,535,2716,544,8
536,536,2723,254,4
537,537,2729,785,6
538,538,2732,45,8
539,539,2741,425,6
540,540,2743,779,6
541,541,2750,81,2
542,542,2757,687,6
543,543,2762,231,2
544,544,2769,127,6
545,545,2773,308,8
546,546,2780,19,2
547,547,2787,630,2
548,548,2794,333,2
549,549,2801,994,6
550,550,2803,98,6
551,551,2807,895,2
552,552,2814,498,2
553,553,2819,118,6
554,554,2825,856,2
555,555,2832,111,4
556,556,2838,646,8
557,557,2846,245,6
558,558,2850,449,8
559,559,2854,573,2
560,560,2856,920,6
561,561,2863,285,6
562,562,2868,388,8
563,563,2875,200,4
564,564,2880,344,4
565,565,2884,126,6
566,566,2887,548,8
567,567,2889,559,8
568,568,2894,623,4
569,569,2902,230,4
570,570,2908,432,2
571,571,2910,41,8
572,572,2917,40,4
573,573,2921,309,4
574,574,2927,489,4
575,575,2931,693,6
576,576,2937,759,2
577,577,2943,402,4
578,578,2947,756,2
579,579,2951,728,4
580,580,2954,632,2
581,581,2958,142,6
582,582,2963,287,8
583,583,2968,534,8
584,584,2974,814,4
585,585,2980,403,8
586,586,2987,967,6
587,587,2991,665,8
588,588,2994,313,4
589,589,2998,561,2
590,590,3000,375,2
591,591,3003,912,6
592,592,3008,48,8
593,593,3018,229,4
594,594,3021,97,2
595,595,3024,806,6
596,596,3027,191,6
597,597,3030,743,4
598,598,3032,562,4
599,599,3036,830,6
600,600,3041,995,2
601,601,3048,154,8
602,602,3053,150,8
603,603,3059,636,4
604,604,3063,36,2
605,605,3069,817,6
606,606,3074,377,2
607,607,3076,399,6
608,608,3080,572,8
609,609,3085,342,2
610,610,3091,300,4
611,611,3101,205,6
612,612,3105,719,4
613,613,3108,769,8
614,614,3111,608,6
615,615,3115,236,6
616,616,3117,695,8
617,617,3119,158,2
618,618,3122,878,8
619,619,3124,446,2
620,620,3127,476,4
621,621,3136,204,6
622,622,3146,616,6
623,623,3152,985,4
624,624,3157,589,2
625,625,3162,652,8
626,626,3168,288,4
627,627,3173,326,6
628,628,3177,196,8
629,629,3179,515,6
630,630,3186,148,8
631,631,3189,618,8
632,632,3194,465,8
633,633,3200,624,6
634,634,3206,71,4
635,635,3210,884,8
636,636,3214,379,6
637,637,3218,207,4
638,638,3218,501,4
639,639,3224,930,6
640,640,3230,694,2
641,641,3235,340,8
642,642,3244,304,8
643,643,3246,661,4
644,644,3251,89,8
645,645,3255,365,6
646,646,3257,479,4
647,647,3262,761,6
648,648,3267,326,2
649,649,3272,792,2
650,650,3274,783,4
651,651,3278,19,8
652,652,3284,190,8
653,653,3289,653,8
654,654,3292,496,8
655,655,3293,28,8
656,656,3300,360,6
657,657,3304,626,4
658,658,3308,992,4
659,659,3309,207,2
660,660,3314,153,2
661,661,3319,364,8
662,662,3322,551,8
663,663,3324,664,4
664,664,3327,361,4
665,665,3330,228,8
666,666,3336,5,6
667,667,3339,183,6
668,668,3347,100,2
669,669,3355,242,8
670,670,3361,323,6
671,671,3363,79,4
672,672,3366,406,6
673,673,3368,168,2
674,674,3369,581,6
675,675,3373,378,6
676,676,3378,640,4
677,677,3386,776,6
678,678,3393,85,6
679,679,3398,382,4
680,680,3401,978,6
681,681,3403,2,2
682,682,3408,459,8
683,683,3411,469,8
684,684,3415,824,6
685,685,3418,290,2
686,686,3423,776,4
687,687,3430,2,2
688,688,3435,491,2
689,689,3439,319,2
690,690,3446,808,6
691,691,3451,403,4
692,692,3460,70,8
693,693,3465,708,6
694,694,3470,13,6
695,695,3475,334,6
696,696,3481,498,2
697,697,3488,742,4
698,698,3494,313,6
699,699,3499,104,4
700,700,3504,825,4
701,701,3512,10,2
702,702,3517,873,8
703,703,3526,106,6
704,704,3531,126,4
705,705,3537,166,6
706,706,3542,148,6
707,707,3545,795,6
708,708,3558,811,4
709,709,3562,169,8
710,710,3566,113,2
711,711,3571,572,4
712,712,3574,700,2
713,713,3580,559,8
714,714,3587,28,2
715,715,3591,766,4
716,716,3594,714,8
717,717,3602,717,8
718,718,3605,207,4
719,719,3611,70,6
720,720,3615,997,2
721,721,3621,478,4
722,722,3628,726,2
723,723,3633,96,2
724,724,3639,505,4
725,725,3644,504,2
726,726,3646,123,8
727,727,3651,352,8
728,728,3655,891,4
729,729,3658,690,4
730,730,3664,732,8
731,731,3667,878,4
732,732,3670,310,6
733,733,3672,790,8
734,734,3674,97,6
735,735,3677,578,6
736,736,3680,534,2
737,737,3682,431,6
738,738,3685,209,2
739,739,3689,428,4
740,740,3692,844,2
741,741,3695,731,4
742,742,3701,441,4
743,743,3708,968,4
744,744,3716,785,4
745,745,3718,44,4
746,746,3725,751,4
747,747,3734,719,6
748,748,3742,49,2
749,749,3749,927,8
750,750,3756,467,6
751,751,3757,239,6
752,752,3761,448,2
753,753,3763,834,6
754,754,3769,251,6
755,755,3775,914,4
756,756,3778,65,8
757,757,3781,89,4
758,758,3790,599,6
759,759,3794,510,2
760,760,3800,672,4
761,761,3804,43,8
762,762,3810,260,8
763,763,3814,703,6
764,764,3820,344,6
765,765,3829,305,8
766,766,3830,820,6
767,767,3836,796,4
768,768,3841,745,6
769,769,3844,628,6
770,770,3847,954,6
771,771,3856,21,2
772,772,3862,153,4
773,773,3867,460,6
774,774,3872,281,2
775,775,3876,293,6
776,776,3878,980,8
777,777,3882,44,6
778,778,3888,26,8
779,779,3893,935,2
780,780,3896,160,6
781,781,3902,43,6
782,782,3904,459,2
783,783,3908,882,8
784,784,3912,306,6
785,785,3916,932,4
786,786,3921,865,2
787,787,3927,280,6
788,788,3930,435,4
789,789,3938,924,6
790,790,3940,123,2
791,791,3948,62,6
792,792,3950,189,8
793,793,3952,226,8
794,794,3959,179,4
795,795,3964,32,8
796,796,3967,718,6
797,797,3970,162,6
798,798,3972,455,8
799,799,3977,120,6
800,800,3978,366,4
801,801,3979,397,4
802,802,3981,913,6
803,803,3986,705,6
804,804,3993,906,2
805,805,4000,489,2
806,806,4006,169,4
807,807,4010,410,2
808,808,4013,594,6
809,809,4015,541,8
810,810,4021,896,2
811,811,4025,592,4
812,812,4030,257,4
813,813,4037,953,8
814,814,4041,174,6
815,815,4048,476,4
816,816,4054,888,2
817,817,4062,710,4
818,818,4071,535,6
819,819,4076,688,2
820,820,4082,438,4
821,821,4086,397,2
822,822,4093,628,2
823,823,4096,737,2
824,824,4100,937,8
825,825,4107,837,8
826,826,4111,961,6
827,827,4114,116,8
828,828,4118,989,4
829,829,4123,200,6
830,830,4127,81,6
831,831,4133,657,4
832,832,4134,673,8
833,833,4135,974,4
834,834,4141,771,2
835,835,4150,393,4
836,836,4153,600,8
837,837,4156,609,8
838,838,4160,765,4
839,839,4164,581,4
840,840,4167,386,4
841,841,4173,681,6
842,842,4180,240,8
843,843,4183,350,4
844,844,4186,72,8
845,845,4193,816,2
846,846,4196,71,4
847,847,4200,299,8
848,848,4202,926,8
849,849,4212,559,8
850,850,4217,218,4
851,851,4221,993,2
852,852,4227,881,8
853,853,4235,68,8
854,854,4239,230,6
855,855,4248,642,8
856,856,4249,199,6
857,857,4257,537,8
858,858,4260,166,4
859,859,4262,673,2
860,860,4265,531,4
861,861,4269,969,4
862,862,4274,134,6
863,863,4279,531,4
864,864,4282,312,2
865,865,4284,613,2
866,866,4288,203,8
867,867,4291,925,6
868,868,4295,438,6
869,869,4298,432,4
870,870,4303,786,8
871,871,4307,908,2
872,872,4313,494,2
873,873,4316,771,2
874,874,4321,144,4
875,875,4324,252,6
876,876,4328,693,2
877,877,4333,927,4
878,878,4339,117,4
879,879,4344,134,4
880,880,4353,975,4
881,881,4360,91,6
882,882,4366,43,8
883,883,4368,532,2
884,884,4373,224,2
885,885,4382,298,8
886,886,4390,618,8
887,887,4399,351,2
888,888,4403,996,8
889,889,4412,228,6
890,890,4418,865,4
891,891,4422,875,2
892,892,4429,438,6
893,893,4436,997,6
894,894,4443,283,4
895,895,4446,91,2
896,896,4452,567,2
897,897,4455,7,8
898,898,4459,474,4
899,899,4463,837,2
900,900,4467,420,6
901,901,4476,204,8
902,902,4480,256,6
903,903,4480,914,8
904,904,4483,662,6
905,905,4488,161,6
906,906,4492,463,4
907,907,4498,615,4
908,908,4501,505,4
909,909,4508,785,2
910,910,4513,6,8
911,911,4519,281,4
912,912,4523,575,8
913,913,4526,539,6
914,914,4534,104,4
915,915,4540,175,2
916,916,4544,753,6
917,917,4550,535,4
918,918,4553,640,6
919,919,4558,817,8
920,920,4565,584,2
921,921,4569,314,4
922,922,4577,523,4
923,923,4583,130,6
924,924,4586,272,8
925,925,4590,655,2
926,926,4596,41,4
927,927,4604,1,4
928,928,4614,887,4
929,929,4619,964,6
930,930,4629,906,8
931,931,4632,215,2
932,932,4638,755,4
933,933,4642,456,2
934,934,4648,71,4
935,935,4650,795,2
936,936,4655,808,2
937,937,4661,722,8
938,938,4667,997,2
939,939,4676,992,8
940,940,4681,179,2
941,941,4685,795,4
942,942,4692,660,2
943,943,4695,726,8
944,944,4697,991,4
945,945,4705,837,4
946,946,4708,392,2
947,947,4718,937,6
948,948,4723,875,8
949,949,4728,706,8
950,950,4732,937,8
951,951,4738,462,6
952,952,4741,713,6
953,953,4746,4,2
954,954,4750,569,4
955,955,4752,724,2
956,956,4757,383,2
957,957,4757,868,8
958,958,4759,485,6
959,959,4766,283,6
960,960,4767,549,8
961,961,4771,906,4
962,962,4775,682,2
963,963,4780,950,8
964,964,4784,448,8
965,965,4792,658,6
966,966,4799,628,2
967,967,4805,239,2
968,968,4806,745,8
969,969,4808,68,4
970,970,4816,575,4
971,971,4819,178,4
972,972,4825,188,6
973,973,4832,980,8
974,974,4838,385,8
975,975,4844,520,4
976,976,4846,665,8
977,977,4852,498,6
978,978,4856,726,4
979,979,4859,26,2
980,980,4861,677,4
981,981,4866,324,4
982,982,4866,879,2
983,983,4870,143,4
984,984,4875,31,4
985,985,4879,61,8
986,986,4887,522,6
987,987,4893,215,4
988,988,4896,753,8
989,989,4900,56,6
990,990,4904,235,8
991,991,4906,830,4
992,992,4908,46,4
993,993,4915,788,8
994,994,4920,112,6
995,995,4923,843,6
996,996,4930,784,8
997,997,4937,219,6
998,998,4944,402,4
999,999,4947,458,6
