job_id,arrival_time,mi,allocated_cores
449,76,200000,4
367,76,200000,4
448,76,50000,2
366,76,50000,2
365,76,250000,8
369,77,150000,2
368,77,100000,1
371,77,50000,4
370,77,250000,8
450,77,100000,1
451,77,150000,2
452,77,250000,8
453,77,50000,4
459,78,150000,4
372,78,200000,1
373,78,150000,4
374,78,250000,8
375,78,50000,2
376,78,100000,8
377,78,150000,4
458,78,100000,8
454,78,200000,1
455,78,150000,4
457,78,50000,2
456,78,250000,8
382,79,200000,4
381,79,100000,2
380,79,50000,1
379,79,250000,8
378,79,200000,2
464,79,200000,4
463,79,100000,2
462,79,50000,1
461,79,250000,8
460,79,200000,2
465,83,150000,8
383,83,150000,8
384,84,250000,4
466,84,250000,4
385,85,50000,1
468,85,100000,8
467,85,50000,1
386,85,100000,8
388,86,150000,2
470,86,150000,2
469,86,200000,4
387,86,200000,4
471,88,250000,8
389,88,250000,8
390,88,100000,4
472,88,100000,4
473,89,50000,1
474,89,200000,8
475,89,150000,2
391,89,50000,1
392,89,200000,8
393,89,150000,2
394,90,250000,4
395,90,50000,8
396,90,100000,8
479,90,200000,2
478,90,100000,8
477,90,50000,8
476,90,250000,4
397,90,200000,2
481,91,250000,8
480,91,150000,4
483,91,100000,1
482,91,50000,4
404,91,250000,4
403,91,150000,8
402,91,200000,2
401,91,100000,1
400,91,50000,4
399,91,250000,8
398,91,150000,4
484,91,200000,2
486,91,250000,4
485,91,150000,8
487,92,50000,8
488,92,100000,4
489,92,200000,1
490,92,150000,8
491,92,250000,2
408,92,150000,8
407,92,200000,1
406,92,100000,4
405,92,50000,8
409,92,250000,2
574,93,250000,2
492,93,250000,2
493,94,100000,8
578,94,150000,2
577,94,200000,4
575,94,100000,8
576,94,50000,1
495,94,200000,4
494,94,50000,1
496,94,150000,2
581,95,150000,1
580,95,50000,4
579,95,250000,8
498,95,50000,4
497,95,250000,8
583,95,250000,8
499,95,150000,1
582,95,200000,2
501,95,250000,8
500,95,200000,2
505,96,200000,2
504,96,250000,1
503,96,150000,8
502,96,100000,4
508,96,200000,8
507,96,100000,1
506,96,50000,4
590,96,200000,8
589,96,100000,1
588,96,50000,4
587,96,200000,2
586,96,250000,1
585,96,150000,8
584,96,100000,4
591,97,150000,2
594,97,100000,1
595,97,200000,8
592,97,250000,8
593,97,50000,4
509,97,150000,2
510,97,250000,8
511,97,50000,4
512,97,100000,1
513,97,200000,8
599,98,200000,2
516,98,50000,8
517,98,200000,2
518,98,150000,4
519,98,250000,1
520,98,50000,8
521,98,200000,2
596,98,150000,2
597,98,250000,4
598,98,50000,8
600,98,150000,4
602,98,50000,8
515,98,250000,4
603,98,200000,2
604,98,100000,1
522,98,100000,1
601,98,250000,1
514,98,150000,2
605,99,150000,4
523,99,150000,4
606,100,250000,8
524,100,250000,8
607,103,50000,1
525,103,50000,1
527,106,150000,8
608,106,200000,2
609,106,150000,8
526,106,200000,2
528,106,100000,4
610,106,100000,4
530,107,50000,2
612,107,50000,2
613,107,200000,4
531,107,200000,4
529,107,250000,8
611,107,250000,8
615,108,150000,2
614,108,100000,1
617,108,50000,4
535,108,50000,4
616,108,250000,8
534,108,250000,8
533,108,150000,2
532,108,100000,1
540,109,100000,8
541,109,150000,4
618,109,200000,1
537,109,150000,4
536,109,200000,1
539,109,50000,2
619,109,150000,4
538,109,250000,8
622,109,100000,8
623,109,150000,4
620,109,250000,8
621,109,50000,2
628,110,200000,4
627,110,100000,2
626,110,50000,1
625,110,250000,8
624,110,200000,2
545,110,100000,2
542,110,200000,2
543,110,250000,8
546,110,200000,4
544,110,50000,1
629,114,150000,8
547,114,150000,8
630,115,250000,4
548,115,250000,4
550,116,100000,8
632,116,100000,8
631,116,50000,1
549,116,50000,1
551,117,200000,4
634,117,150000,2
633,117,200000,4
552,117,150000,2
554,119,100000,4
635,119,250000,8
636,119,100000,4
553,119,250000,8
637,120,50000,1
639,120,150000,2
555,120,50000,1
556,120,200000,8
557,120,150000,2
638,120,200000,8
640,121,250000,4
641,121,50000,8
642,121,100000,8
643,121,200000,2
558,121,250000,4
561,121,200000,2
560,121,100000,8
559,121,50000,8
648,122,200000,2
646,122,50000,4
645,122,250000,8
644,122,150000,4
647,122,100000,1
649,122,150000,8
650,122,250000,4
564,122,50000,4
568,122,250000,4
567,122,150000,8
566,122,200000,2
565,122,100000,1
563,122,250000,8
562,122,150000,4
653,123,200000,1
652,123,100000,4
651,123,50000,8
573,123,250000,2
572,123,150000,8
569,123,50000,8
570,123,100000,4
571,123,200000,1
654,123,150000,8
655,123,250000,2
738,124,250000,2
656,124,250000,2
657,125,100000,8
739,125,100000,8
741,125,200000,4
740,125,50000,1
742,125,150000,2
658,125,50000,1
659,125,200000,4
660,125,150000,2
663,126,150000,1
747,126,250000,8
746,126,200000,2
662,126,50000,4
744,126,50000,4
743,126,250000,8
661,126,250000,8
745,126,150000,1
665,126,250000,8
664,126,200000,2
749,127,150000,8
753,127,100000,1
752,127,50000,4
751,127,200000,2
750,127,250000,1
748,127,100000,4
666,127,100000,4
667,127,150000,8
669,127,200000,2
670,127,50000,4
671,127,100000,1
672,127,200000,8
668,127,250000,1
754,127,200000,8
756,128,250000,8
755,128,150000,2
757,128,50000,4
758,128,100000,1
759,128,200000,8
674,128,250000,8
677,128,200000,8
676,128,100000,1
675,128,50000,4
673,128,150000,2
762,129,50000,8
760,129,150000,2
761,129,250000,4
763,129,200000,2
684,129,50000,8
765,129,250000,1
764,129,150000,4
683,129,250000,1
682,129,150000,4
681,129,200000,2
686,129,100000,1
679,129,250000,4
680,129,50000,8
768,129,100000,1
767,129,200000,2
766,129,50000,8
678,129,150000,2
685,129,200000,2
769,130,150000,4
687,130,150000,4
770,131,250000,8
688,131,250000,8
689,134,50000,1
771,134,50000,1
691,137,150000,8
692,137,100000,4
773,137,150000,8
772,137,200000,2
690,137,200000,2
774,137,100000,4
775,138,250000,8
777,138,200000,4
776,138,50000,2
695,138,200000,4
694,138,50000,2
693,138,250000,8
699,139,50000,4
698,139,250000,8
697,139,150000,2
696,139,100000,1
778,139,100000,1
779,139,150000,2
780,139,250000,8
781,139,50000,4
787,140,150000,4
784,140,250000,8
705,140,150000,4
704,140,100000,8
703,140,50000,2
702,140,250000,8
700,140,200000,1
786,140,100000,8
782,140,200000,1
785,140,50000,2
701,140,150000,4
783,140,150000,4
707,141,250000,8
706,141,200000,2
708,141,50000,1
710,141,200000,4
788,141,200000,2
789,141,250000,8
790,141,50000,1
791,141,100000,2
792,141,200000,4
709,141,100000,2
711,145,150000,8
793,145,150000,8
794,146,250000,4
712,146,250000,4
796,147,100000,8
714,147,100000,8
795,147,50000,1
713,147,50000,1
797,148,200000,4
716,148,150000,2
715,148,200000,4
798,148,150000,2
800,150,100000,4
717,150,250000,8
718,150,100000,4
799,150,250000,8
802,151,200000,8
720,151,200000,8
721,151,150000,2
801,151,50000,1
719,151,50000,1
803,151,150000,2
724,152,100000,8
723,152,50000,8
722,152,250000,4
807,152,200000,2
806,152,100000,8
805,152,50000,8
804,152,250000,4
725,152,200000,2
810,153,50000,4
811,153,100000,1
808,153,150000,4
812,153,200000,2
809,153,250000,8
726,153,150000,4
732,153,250000,4
731,153,150000,8
730,153,200000,2
729,153,100000,1
728,153,50000,4
727,153,250000,8
813,153,150000,8
814,153,250000,4
816,154,100000,4
819,154,250000,2
817,154,200000,1
818,154,150000,8
815,154,50000,8
735,154,200000,1
736,154,150000,8
733,154,50000,8
737,154,250000,2
734,154,100000,4
902,155,250000,2
820,155,250000,2
905,156,200000,4
906,156,150000,2
904,156,50000,1
903,156,100000,8
823,156,200000,4
822,156,50000,1
824,156,150000,2
821,156,100000,8
909,157,150000,1
910,157,200000,2
911,157,250000,8
825,157,250000,8
908,157,50000,4
826,157,50000,4
907,157,250000,8
827,157,150000,1
828,157,200000,2
829,157,250000,8
912,158,100000,4
913,158,150000,8
914,158,250000,1
915,158,200000,2
916,158,50000,4
917,158,100000,1
918,158,200000,8
835,158,100000,1
830,158,100000,4
831,158,150000,8
832,158,250000,1
833,158,200000,2
836,158,200000,8
834,158,50000,4
921,159,50000,4
837,159,150000,2
838,159,250000,8
839,159,50000,4
840,159,100000,1
841,159,200000,8
919,159,150000,2
923,159,200000,8
922,159,100000,1
920,159,250000,8
842,160,150000,2
843,160,250000,4
844,160,50000,8
845,160,200000,2
846,160,150000,4
850,160,100000,1
925,160,250000,4
926,160,50000,8
927,160,200000,2
928,160,150000,4
929,160,250000,1
847,160,250000,1
931,160,200000,2
932,160,100000,1
848,160,50000,8
849,160,200000,2
924,160,150000,2
930,160,50000,8
933,161,150000,4
851,161,150000,4
934,162,250000,8
852,162,250000,8
935,165,50000,1
853,165,50000,1
938,168,100000,4
937,168,150000,8
856,168,100000,4
936,168,200000,2
855,168,150000,8
854,168,200000,2
858,169,50000,2
857,169,250000,8
939,169,250000,8
940,169,50000,2
859,169,200000,4
941,169,200000,4
942,170,100000,1
861,170,150000,2
862,170,250000,8
863,170,50000,4
943,170,150000,2
944,170,250000,8
860,170,100000,1
945,170,50000,4
950,171,100000,8
864,171,200000,1
865,171,150000,4
866,171,250000,8
867,171,50000,2
868,171,100000,8
869,171,150000,4
948,171,250000,8
949,171,50000,2
947,171,150000,4
946,171,200000,1
951,171,150000,4
872,172,50000,1
871,172,250000,8
870,172,200000,2
956,172,200000,4
955,172,100000,2
954,172,50000,1
953,172,250000,8
952,172,200000,2
873,172,100000,2
874,172,200000,4
875,176,150000,8
957,176,150000,8
958,177,250000,4
876,177,250000,4
878,178,100000,8
959,178,50000,1
960,178,100000,8
877,178,50000,1
962,179,150000,2
879,179,200000,4
880,179,150000,2
961,179,200000,4
964,181,100000,4
881,181,250000,8
882,181,100000,4
963,181,250000,8
965,182,50000,1
966,182,200000,8
967,182,150000,2
883,182,50000,1
884,182,200000,8
885,182,150000,2
888,183,100000,8
887,183,50000,8
971,183,200000,2
970,183,100000,8
969,183,50000,8
968,183,250000,4
886,183,250000,4
889,183,200000,2
973,184,250000,8
972,184,150000,4
974,184,50000,4
896,184,250000,4
978,184,250000,4
975,184,100000,1
895,184,150000,8
894,184,200000,2
893,184,100000,1
892,184,50000,4
891,184,250000,8
890,184,150000,4
977,184,150000,8
976,184,200000,2
979,185,50000,8
980,185,100000,4
981,185,200000,1
899,185,200000,1
900,185,150000,8
898,185,100000,4
897,185,50000,8
982,185,150000,8
901,185,250000,2
983,185,250000,2
