,job_id,arrival_time,mi,allocated_cores
132,132,136,104,2
133,133,139,18,4
134,134,140,591,8
135,135,145,436,6
136,136,147,799,4
137,137,147,923,6
138,138,147,299,4
139,139,149,388,6
140,140,150,486,2
141,141,150,588,8
142,142,151,984,8
143,143,152,697,8
144,144,152,390,4
145,145,157,264,8
146,146,157,945,1
147,147,158,136,1
148,148,158,720,8
149,149,158,925,8
150,150,159,665,4
151,151,160,423,8
152,152,160,199,6
153,153,160,367,2
154,154,161,707,4
155,155,162,650,4
156,156,164,928,1
157,157,164,867,4
158,158,164,816,4
159,159,164,911,2
160,160,164,276,6
161,161,165,370,2
162,162,166,380,6
163,163,167,560,1
164,164,168,668,2
165,165,171,287,2
166,166,172,19,2
167,167,172,399,8
168,168,173,309,8
169,169,174,942,2
170,170,175,888,4
171,171,176,860,1
172,172,178,653,4
173,173,178,344,1
174,174,179,549,1
175,175,180,815,8
176,176,180,99,1
177,177,180,801,2
178,178,182,41,2
179,179,184,816,1
180,180,186,808,8
181,181,187,51,4
182,182,189,627,8
183,183,191,502,8
184,184,191,170,4
185,185,193,148,2
186,186,195,773,6
187,187,199,568,8
188,188,199,983,2
189,189,200,982,1
190,190,200,993,8
191,191,201,119,8
192,192,202,938,1
193,193,203,245,6
194,194,203,458,6
195,195,203,757,4
196,196,203,204,1
197,197,205,566,2
198,198,208,186,2
199,199,208,105,6
200,200,209,117,4
201,201,209,358,4
202,202,210,5,2
203,203,210,425,4
204,204,210,664,6
205,205,210,402,6
206,206,210,86,4
207,207,210,63,6
208,208,210,278,6
209,209,213,169,4
210,210,213,965,6
211,211,214,151,1
212,212,215,805,6
213,213,216,586,8
214,214,216,569,2
215,215,217,512,1
216,216,218,972,4
217,217,219,364,2
218,218,219,788,8
219,219,220,555,2
220,220,220,396,6
221,221,222,955,2
222,222,222,598,4
223,223,222,119,6
224,224,226,418,6
225,225,227,782,8
226,226,227,694,2
227,227,228,916,8
228,228,229,259,6
229,229,231,758,6
230,230,232,460,8
231,231,233,574,6
232,232,233,955,2
233,233,234,979,1
234,234,235,862,8
235,235,237,359,4
236,236,243,888,1
237,237,243,639,4
238,238,243,430,6
239,239,243,36,1
240,240,244,770,6
241,241,245,502,6
242,242,248,786,8
243,243,250,748,4
244,244,251,794,2
245,245,252,301,8
246,246,252,801,8
247,247,253,549,4
248,248,254,473,8
249,249,255,675,4
250,250,257,21,8
251,251,257,102,1
252,252,258,292,4
253,253,258,983,2
254,254,260,140,8
255,255,261,331,1
256,256,261,51,2
257,257,263,331,8
258,258,263,320,8
259,259,263,947,6
260,260,264,845,8
261,261,265,383,2
262,262,266,25,2
263,263,267,831,1
264,264,267,661,6
265,265,268,152,1
266,266,268,996,1
267,267,268,100,8
268,268,270,867,1
269,269,271,294,4
270,270,273,435,6
271,271,274,795,8
272,272,276,678,4
273,273,276,938,2
274,274,277,621,6
275,275,278,98,2
276,276,279,884,2
277,277,279,769,8
278,278,280,712,4
279,279,282,54,6
280,280,286,396,8
281,281,290,167,1
282,282,290,822,6
283,283,292,701,8
284,284,292,883,6
285,285,294,967,6
286,286,294,775,8
287,287,295,994,2
288,288,295,615,2
289,289,296,37,8
290,290,296,14,6
291,291,296,342,2
292,292,296,823,4
293,293,300,866,1
294,294,300,961,1
295,295,301,65,4
296,296,302,45,4
297,297,303,913,4
298,298,303,305,6
299,299,304,558,2
300,300,305,982,4
301,301,305,400,8
302,302,305,666,1
303,303,306,401,1
304,304,307,768,4
305,305,308,528,2
306,306,308,238,4
307,307,308,271,8
308,308,310,258,4
309,309,311,532,6
310,310,314,703,4
311,311,317,949,6
312,312,317,694,2
313,313,317,781,2
314,314,317,169,8
315,315,318,374,2
316,316,320,414,6
317,317,320,686,2
318,318,323,296,6
319,319,325,303,8
320,320,325,356,6
321,321,328,810,4
322,322,329,578,2
323,323,329,75,1
324,324,329,78,4
325,325,330,371,6
326,326,331,767,4
327,327,333,689,4
328,328,334,708,4
329,329,334,767,4
330,330,335,287,6
331,331,336,548,2
332,332,338,543,2
333,333,339,740,4
334,334,339,957,1
335,335,342,278,2
336,336,342,793,6
337,337,343,660,6
338,338,343,580,2
339,339,343,775,6
340,340,344,944,6
341,341,346,37,8
342,342,347,147,6
343,343,348,756,2
344,344,349,84,2
345,345,350,516,1
346,346,350,220,4
347,347,350,274,2
348,348,352,702,6
349,349,352,30,1
350,350,352,873,8
351,351,352,444,1
352,352,352,502,6
353,353,352,540,2
354,354,352,646,1
355,355,352,345,6
356,356,352,101,8
357,357,353,318,1
358,358,355,168,6
359,359,355,556,4
360,360,355,318,2
361,361,356,958,6
362,362,356,966,4
363,363,359,620,2
364,364,360,617,2
365,365,364,985,2
366,366,365,887,4
367,367,365,765,1
368,368,365,314,4
369,369,366,366,4
370,370,366,201,6
371,371,367,487,6
372,372,367,990,8
373,373,367,912,4
374,374,368,118,4
375,375,368,25,8
376,376,369,899,4
377,377,372,537,4
378,378,372,200,8
379,379,374,674,8
380,380,374,644,8
381,381,375,122,2
382,382,375,260,6
383,383,375,60,8
384,384,375,210,2
385,385,377,132,6
386,386,377,193,8
387,387,380,685,4
388,388,383,49,4
389,389,383,102,6
390,390,383,134,1
391,391,384,317,6
392,392,385,299,2
393,393,387,255,4
394,394,388,751,4
395,395,389,998,8
396,396,389,534,2
397,397,389,944,1
398,398,389,397,2
399,399,390,107,2
400,400,391,409,2
401,401,392,296,2
402,402,394,493,1
403,403,394,657,2
404,404,394,461,1
405,405,395,935,6
406,406,396,885,2
407,407,397,702,8
408,408,399,490,1
409,409,401,132,1
410,410,402,397,2
411,411,403,704,8
412,412,403,285,8
413,413,403,104,2
414,414,404,908,8
415,415,405,709,1
416,416,405,615,2
417,417,406,792,2
418,418,406,836,2
419,419,407,483,6
420,420,409,881,2
421,421,410,916,4
422,422,413,272,4
423,423,414,608,1
424,424,414,527,6
425,425,415,538,6
426,426,415,938,8
427,427,415,305,2
428,428,417,983,4
429,429,418,902,6
430,430,419,459,4
431,431,421,817,4
432,432,424,769,2
433,433,425,678,4
434,434,425,320,1
435,435,427,196,1
436,436,427,672,6
437,437,429,843,6
438,438,429,16,8
439,439,432,643,4
440,440,433,443,6
441,441,433,898,2
442,442,434,321,6
443,443,434,474,1
444,444,437,515,4
445,445,439,140,1
446,446,439,713,6
447,447,441,830,6
448,448,443,58,1
449,449,444,291,8
450,450,445,38,8
451,451,447,957,6
452,452,448,667,8
453,453,448,964,1
454,454,448,531,4
455,455,448,802,6
456,456,450,374,2
457,457,450,354,8
458,458,450,378,8
459,459,450,658,2
460,460,451,359,2
461,461,452,900,1
462,462,454,983,1
463,463,454,30,8
464,464,455,194,4
465,465,456,112,1
466,466,458,42,1
467,467,460,228,6
468,468,461,447,6
469,469,462,837,1
470,470,462,222,4
471,471,462,494,8
472,472,464,930,2
473,473,464,667,1
474,474,464,798,4
475,475,465,551,4
476,476,465,980,4
477,477,465,589,1
478,478,466,46,1
479,479,466,198,4
480,480,467,405,4
481,481,469,601,1
482,482,470,772,8
483,483,470,413,1
484,484,470,710,6
485,485,470,790,4
486,486,471,317,8
487,487,473,979,2
488,488,474,650,1
489,489,475,881,4
490,490,475,556,1
491,491,476,742,2
492,492,476,771,1
493,493,478,908,8
494,494,481,150,2
495,495,482,558,6
496,496,482,428,6
497,497,485,923,4
498,498,487,105,6
499,499,489,983,1
500,500,490,875,8
501,501,490,74,6
502,502,490,491,4
503,503,492,718,1
504,504,494,738,4
505,505,496,906,4
506,506,497,800,8
507,507,497,311,8
508,508,499,498,4
509,509,499,702,4
510,510,501,138,6
511,511,501,194,6
512,512,502,481,2
513,513,503,298,8
514,514,503,863,6
515,515,505,586,4
516,516,508,349,6
517,517,510,849,2
518,518,511,805,6
519,519,512,998,4
