,state,action,reward,job_wait_reward,util_reward,invalid_reward,next_state
12,"[0.24, 0.13636363636363638, 0.0, 0.0, 0.0]","[0.3552403748035431, 0.0]",-0.10400000000000001,-0.0,-0.10400000000000001,-0.0,"[0.26, 0.125, 0.0, 0.0, 0.0]"
13,"[0.26, 0.125, 0.0, 0.0, 0.0]","[0.018376827239990234, 0.0]",-0.352,-0.24,-0.11200000000000002,-0.0,"[0.28, 0.11538461538461538, 0.0, 0.6, 1.0]"
14,"[0.28, 0.11538461538461538, 0.0, 0.6, 1.0]","[0.6507306098937988, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.28571428571428575, 0.0, 0.0, 0.0]"
15,"[0.3, 0.28571428571428575, 0.0, 0.0, 0.0]","[0.4125449061393738, 0.027434218674898148]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.2666666666666667, 0.0, 0.0, 0.0]"
16,"[0.32, 0.2666666666666667, 0.0, 0.0, 0.0]","[0.36709311604499817, 0.025021158158779144]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.25, 0.0, 0.0, 0.0]"
17,"[0.34, 0.25, 0.0, 0.0, 0.0]","[-0.424034059047699, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.2666666666666667, 0.0, 0.0, 0.0]"
18,"[0.32, 0.2666666666666667, 0.0, 0.0, 0.0]","[-0.1641724705696106, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.10714285714285715, 0.0, 0.0, 0.0]"
19,"[0.3, 0.10714285714285715, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.2262857142857143,-0.11428571428571428,-0.11200000000000002,-0.0,"[0.28, 0.19230769230769232, 0.0, 0.2857142857142857, 1.0]"
20,"[0.28, 0.19230769230769232, 0.0, 0.2857142857142857, 1.0]","[0.17624825239181519, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.3214285714285714, 0.0, 0.0, 0.0]"
21,"[0.3, 0.3214285714285714, 0.0, 0.0, 0.0]","[0.5413320064544678, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.16666666666666669, 0.0, 0.0, 0.0]"
22,"[0.32, 0.16666666666666669, 0.0, 0.0, 0.0]","[-0.8803105354309082, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.17857142857142855, 0.0, 0.0, 0.0]"
23,"[0.3, 0.17857142857142855, 0.0, 0.0, 0.0]","[0.028249502182006836, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.1, 0.0, 0.0, 0.0]"
24,"[0.32, 0.1, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.2088888888888889,-0.08888888888888889,-0.12,-0.0,"[0.3, 0.10714285714285715, 0.0, 0.2222222222222222, 1.0]"
25,"[0.3, 0.10714285714285715, 0.0, 0.2222222222222222, 1.0]","[0.266961932182312, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.2333333333333333, 0.0, 0.0, 0.0]"
26,"[0.32, 0.2333333333333333, 0.0, 0.0, 0.0]","[-0.2642057240009308, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.10714285714285715, 0.0, 0.0, 0.0]"
27,"[0.3, 0.10714285714285715, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.11200000000000002,-0.0,-0.11200000000000002,-0.0,"[0.28, 0.0, 0.0, 0.0, 0.0]"
28,"[0.28, 0.0, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.10400000000000001,-0.0,-0.10400000000000001,-0.0,"[0.26, 0.0, 0.0, 0.0, 0.0]"
29,"[0.26, 0.0, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.21907692307692309,-0.12307692307692308,-0.096,-0.0,"[0.24, 0.0, 0.0, 0.3076923076923077, 1.0]"
30,"[0.24, 0.0, 0.0, 0.3076923076923077, 1.0]","[0.030733495950698853, 0.0]",-0.10400000000000001,-0.0,-0.10400000000000001,-0.0,"[0.26, 0.04166666666666666, 0.0, 0.0, 0.0]"
31,"[0.26, 0.04166666666666666, 0.0, 0.0, 0.0]","[-0.17876297235488892, 0.0]",-0.096,-0.0,-0.096,-0.0,"[0.24, 0.0, 0.0, 0.0, 0.0]"
32,"[0.24, 0.0, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.08800000000000001,-0.0,-0.08800000000000001,-0.0,"[0.22, 0.0, 0.0, 0.0, 0.0]"
33,"[0.22, 0.0, 0.0, 0.0, 0.0]","[-0.4818841516971588, 0.0]",-0.08000000000000002,-0.0,-0.08000000000000002,-0.0,"[0.2, 0.0, 0.0, 0.0, 0.0]"
34,"[0.2, 0.0, 0.0, 0.0, 0.0]","[-0.3715674877166748, 0.0]",-0.072,-0.0,-0.072,-0.0,"[0.18, 0.0, 0.0, 0.0, 0.0]"
35,"[0.18, 0.0, 0.0, 0.0, 0.0]","[0.2855735421180725, 0.0]",-0.08000000000000002,-0.0,-0.08000000000000002,-0.0,"[0.2, 0.0, 0.0, 0.0, 0.0]"
36,"[0.2, 0.0, 0.0, 0.0, 0.0]","[-0.25707441568374634, 0.0]",-0.072,-0.0,-0.072,-0.0,"[0.18, 0.0, 0.0, 0.0, 0.0]"
37,"[0.18, 0.0, 0.0, 0.0, 0.0]","[0.604607105255127, 0.0]",-0.17411764705882354,-0.09411764705882353,-0.08000000000000002,-0.0,"[0.2, 0.0, 0.0, 0.23529411764705882, 1.0]"
38,"[0.2, 0.0, 0.0, 0.23529411764705882, 1.0]","[0.9944363236427307, 0.0]",-0.08800000000000001,-0.0,-0.08800000000000001,-0.0,"[0.22, 0.3, 0.0, 0.0, 0.0]"
39,"[0.22, 0.3, 0.0, 0.0, 0.0]","[0.2916330099105835, 0.11297598481178284]",-0.096,-0.0,-0.096,-0.0,"[0.24, 0.2727272727272727, 0.0, 0.0, 0.0]"
40,"[0.24, 0.2727272727272727, 0.0, 0.0, 0.0]","[0.5932149887084961, 0.0]",-0.10400000000000001,-0.0,-0.10400000000000001,-0.0,"[0.26, 0.25, 0.0, 0.0, 0.0]"
41,"[0.26, 0.25, 0.0, 0.0, 0.0]","[1.0, 0.0917123556137085]",-0.17200000000000001,-0.06,-0.11200000000000002,-0.0,"[0.28, 0.23076923076923075, 0.0, 0.15, 1.0]"
42,"[0.28, 0.23076923076923075, 0.0, 0.15, 1.0]","[0.632096529006958, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.42857142857142855, 0.0, 0.0, 0.0]"
43,"[0.3, 0.42857142857142855, 0.0, 0.0, 0.0]","[0.7549888491630554, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.4000000000000001, 0.0, 0.0, 0.0]"
44,"[0.32, 0.4000000000000001, 0.0, 0.0, 0.0]","[1.0, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.375, 0.0, 0.0, 0.0]"
45,"[0.34, 0.375, 0.0, 0.0, 0.0]","[0.5356253385543823, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.3529411764705882, 0.0, 0.0, 0.0]"
46,"[0.36, 0.3529411764705882, 0.0, 0.0, 0.0]","[-0.4165240228176117, 0.0]",-0.20266666666666666,-0.06666666666666667,-0.136,-0.0,"[0.34, 0.375, 0.0, 0.16666666666666666, 1.0]"
47,"[0.34, 0.375, 0.0, 0.16666666666666666, 1.0]","[0.13698941469192505, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.588235294117647, 0.0, 0.0, 0.0]"
48,"[0.36, 0.588235294117647, 0.0, 0.0, 0.0]","[0.7546688318252563, 0.18170574307441711]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.5555555555555557, 0.0, 0.0, 0.0]"
49,"[0.38, 0.5555555555555557, 0.0, 0.0, 0.0]","[0.9000004529953003, 0.0]",-0.16000000000000003,-0.0,-0.16000000000000003,-0.0,"[0.4, 0.36842105263157904, 0.0, 0.0, 0.0]"
50,"[0.4, 0.36842105263157904, 0.0, 0.0, 0.0]","[-0.7341300249099731, 0.3523505628108978]",-0.16800000000000004,-0.016,-0.15200000000000002,-0.0,"[0.38, 0.3888888888888889, 0.0, 0.04, 1.0]"
51,"[0.38, 0.3888888888888889, 0.0, 0.04, 1.0]","[-1.0, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.4705882352941176, 0.0, 0.0, 0.0]"
52,"[0.36, 0.4705882352941176, 0.0, 0.0, 0.0]","[0.20349159836769104, 0.0]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.4444444444444443, 0.0, 0.0, 0.0]"
53,"[0.38, 0.4444444444444443, 0.0, 0.0, 0.0]","[-0.22571003437042236, 0.0]",-0.19917241379310344,-0.05517241379310345,-0.144,-0.0,"[0.36, 0.411764705882353, 0.0, 0.13793103448275862, 1.0]"
54,"[0.36, 0.411764705882353, 0.0, 0.13793103448275862, 1.0]","[0.6464884281158447, 0.0]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.5555555555555557, 0.0, 0.0, 0.0]"
55,"[0.38, 0.5555555555555557, 0.0, 0.0, 0.0]","[0.6650201082229614, 0.0]",-0.16000000000000003,-0.0,-0.16000000000000003,-0.0,"[0.4, 0.5263157894736843, 0.0, 0.0, 0.0]"
56,"[0.4, 0.5263157894736843, 0.0, 0.0, 0.0]","[0.334378719329834, 0.0]",-0.20550000000000002,-0.037500000000000006,-0.168,-0.0,"[0.42, 0.5, 0.0, 0.09375, 1.0]"
57,"[0.42, 0.5, 0.0, 0.09375, 1.0]","[-0.7993184328079224, 0.0]",-0.16000000000000003,-0.0,-0.16000000000000003,-0.0,"[0.4, 0.6315789473684209, 0.0, 0.0, 0.0]"
58,"[0.4, 0.6315789473684209, 0.0, 0.0, 0.0]","[0.3614514470100403, 0.0]",-0.168,-0.0,-0.168,-0.0,"[0.42, 0.475, 0.0, 0.0, 0.0]"
59,"[0.42, 0.475, 0.0, 0.0, 0.0]","[0.04754525423049927, 0.0]",-0.17600000000000002,-0.0,-0.17600000000000002,-0.0,"[0.44, 0.4285714285714285, 0.0, 0.0, 0.0]"
60,"[0.44, 0.4285714285714285, 0.0, 0.0, 0.0]","[-0.46187832951545715, 0.5636205673217773]",-0.168,-0.0,-0.168,-0.0,"[0.42, 0.4499999999999999, 0.0, 0.0, 0.0]"
61,"[0.42, 0.4499999999999999, 0.0, 0.0, 0.0]","[-0.43927380442619324, 0.0]",-0.16000000000000003,-0.0,-0.16000000000000003,-0.0,"[0.4, 0.31578947368421045, 0.0, 0.0, 0.0]"
62,"[0.4, 0.31578947368421045, 0.0, 0.0, 0.0]","[-1.0, 0.2244398444890976]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.16666666666666669, 0.0, 0.0, 0.0]"
63,"[0.38, 0.16666666666666669, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.18844444444444444,-0.044444444444444446,-0.144,-0.0,"[0.36, 0.17647058823529413, 0.0, 0.1111111111111111, 1.0]"
64,"[0.36, 0.17647058823529413, 0.0, 0.1111111111111111, 1.0]","[-1.0, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.3125, 0.0, 0.0, 0.0]"
65,"[0.34, 0.3125, 0.0, 0.0, 0.0]","[0.3036463260650635, 0.1674806922674179]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.3529411764705882, 0.0, 0.0, 0.0]"
66,"[0.36, 0.3529411764705882, 0.0, 0.0, 0.0]","[-0.6279691457748413, 0.19556690752506256]",-0.17600000000000002,-0.04000000000000001,-0.136,-0.0,"[0.34, 0.375, 0.0, 0.1, 1.0]"
67,"[0.34, 0.375, 0.0, 0.1, 1.0]","[-0.062073707580566406, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.6, 0.0, 0.0, 0.0]"
68,"[0.32, 0.6, 0.0, 0.0, 0.0]","[0.13617229461669922, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.5625, 0.0, 0.0, 0.0]"
69,"[0.34, 0.5625, 0.0, 0.0, 0.0]","[0.7785778045654297, 0.0]",-0.17190697674418604,-0.027906976744186046,-0.144,-0.0,"[0.36, 0.5294117647058824, 0.0, 0.06976744186046512, 1.0]"
70,"[0.36, 0.5294117647058824, 0.0, 0.06976744186046512, 1.0]","[-0.43567943572998047, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.6875, 0.0, 0.0, 0.0]"
71,"[0.34, 0.6875, 0.0, 0.0, 0.0]","[0.30284008383750916, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.7058823529411764, 0.0, 0.0, 0.0]"
72,"[0.36, 0.7058823529411764, 0.0, 0.0, 0.0]","[0.5994094610214233, 0.0]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.3888888888888889, 0.0, 0.0, 0.0]"
73,"[0.38, 0.3888888888888889, 0.0, 0.0, 0.0]","[-0.32191818952560425, 0.06945029646158218]",-0.16177777777777777,-0.017777777777777778,-0.144,-0.0,"[0.36, 0.411764705882353, 0.0, 0.044444444444444446, 1.0]"
74,"[0.36, 0.411764705882353, 0.0, 0.044444444444444446, 1.0]","[-1.0, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.5625, 0.0, 0.0, 0.0]"
75,"[0.34, 0.5625, 0.0, 0.0, 0.0]","[-0.33263903856277466, 0.12217336893081665]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.6, 0.0, 0.0, 0.0]"
76,"[0.32, 0.6, 0.0, 0.0, 0.0]","[0.7303728461265564, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.5625, 0.0, 0.0, 0.0]"
77,"[0.34, 0.5625, 0.0, 0.0, 0.0]","[0.39610713720321655, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.5294117647058824, 0.0, 0.0, 0.0]"
78,"[0.36, 0.5294117647058824, 0.0, 0.0, 0.0]","[0.4280548691749573, 0.0]",-0.18465306122448982,-0.03265306122448979,-0.15200000000000002,-0.0,"[0.38, 0.19444444444444445, 0.0, 0.08163265306122448, 1.0]"
79,"[0.38, 0.19444444444444445, 0.0, 0.08163265306122448, 1.0]","[-1.0, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.411764705882353, 0.0, 0.0, 0.0]"
80,"[0.36, 0.411764705882353, 0.0, 0.0, 0.0]","[0.4510466456413269, 0.0]",-0.16768627450980395,-0.01568627450980392,-0.15200000000000002,-0.0,"[0.38, 0.3888888888888889, 0.0, 0.0392156862745098, 1.0]"
81,"[0.38, 0.3888888888888889, 0.0, 0.0392156862745098, 1.0]","[-1.0, 0.0]",-0.17309090909090907,-0.02909090909090909,-0.144,-0.0,"[0.36, 0.4705882352941176, 0.0, 0.07272727272727272, 1.0]"
82,"[0.36, 0.4705882352941176, 0.0, 0.07272727272727272, 1.0]","[-0.8838188648223877, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.6875, 0.0, 0.0, 0.0]"
83,"[0.34, 0.6875, 0.0, 0.0, 0.0]","[0.7067509889602661, 0.0950980931520462]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.7058823529411764, 0.0, 0.0, 0.0]"
84,"[0.36, 0.7058823529411764, 0.0, 0.0, 0.0]","[0.1955849826335907, 0.0]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.5555555555555557, 0.0, 0.0, 0.0]"
85,"[0.38, 0.5555555555555557, 0.0, 0.0, 0.0]","[0.33793672919273376, 0.1868738979101181]",-0.16000000000000003,-0.0,-0.16000000000000003,-0.0,"[0.4, 0.4736842105263157, 0.0, 0.0, 0.0]"
86,"[0.4, 0.4736842105263157, 0.0, 0.0, 0.0]","[-0.25479379296302795, 0.012200400233268738]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.27777777777777785, 0.0, 0.0, 0.0]"
87,"[0.38, 0.27777777777777785, 0.0, 0.0, 0.0]","[-0.9010788798332214, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.3529411764705882, 0.0, 0.0, 0.0]"
88,"[0.36, 0.3529411764705882, 0.0, 0.0, 0.0]","[-0.08968739211559296, 0.0745268389582634]",-0.15003508771929824,-0.014035087719298246,-0.136,-0.0,"[0.34, 0.375, 0.0, 0.03508771929824561, 1.0]"
89,"[0.34, 0.375, 0.0, 0.03508771929824561, 1.0]","[-1.0, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.5333333333333334, 0.0, 0.0, 0.0]"
90,"[0.32, 0.5333333333333334, 0.0, 0.0, 0.0]","[1.0, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.5, 0.0, 0.0, 0.0]"
91,"[0.34, 0.5, 0.0, 0.0, 0.0]","[0.8524766564369202, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.2647058823529412, 0.0, 0.0, 0.0]"
92,"[0.36, 0.2647058823529412, 0.0, 0.0, 0.0]","[-0.42543482780456543, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.25, 0.0, 0.0, 0.0]"
93,"[0.34, 0.25, 0.0, 0.0, 0.0]","[-0.6208181381225586, 0.06445354223251343]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.2666666666666667, 0.0, 0.0, 0.0]"
94,"[0.32, 0.2666666666666667, 0.0, 0.0, 0.0]","[0.32694295048713684, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.25, 0.0, 0.0, 0.0]"
95,"[0.34, 0.25, 0.0, 0.0, 0.0]","[-0.6281594038009644, 0.0]",-0.15422950819672132,-0.026229508196721315,-0.128,-0.0,"[0.32, 0.2666666666666667, 0.0, 0.06557377049180328, 1.0]"
96,"[0.32, 0.2666666666666667, 0.0, 0.06557377049180328, 1.0]","[-1.0, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.25, 0.0, 0.0, 0.0]"
97,"[0.3, 0.25, 0.0, 0.0, 0.0]","[0.06378450989723206, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.20000000000000004, 0.0, 0.0, 0.0]"
98,"[0.32, 0.20000000000000004, 0.0, 0.0, 0.0]","[-0.3488386273384094, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.1428571428571429, 0.0, 0.0, 0.0]"
99,"[0.3, 0.1428571428571429, 0.0, 0.0, 0.0]","[-0.5952398180961609, 0.0]",-0.11200000000000002,-0.0,-0.11200000000000002,-0.0,"[0.28, 0.23076923076923075, 0.0, 0.0, 0.0]"
100,"[0.28, 0.23076923076923075, 0.0, 0.0, 0.0]","[0.12863528728485107, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.2142857142857143, 0.0, 0.0, 0.0]"
101,"[0.3, 0.2142857142857143, 0.0, 0.0, 0.0]","[0.12527614831924438, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.20000000000000004, 0.0, 0.0, 0.0]"
102,"[0.32, 0.20000000000000004, 0.0, 0.0, 0.0]","[-0.4141482710838318, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.1428571428571429, 0.0, 0.0, 0.0]"
103,"[0.3, 0.1428571428571429, 0.0, 0.0, 0.0]","[-0.019884467124938965, 0.0]",-0.10400000000000001,-0.0,-0.10400000000000001,-0.0,"[0.26, 0.23076923076923075, 0.0, 0.0, 0.0]"
104,"[0.26, 0.23076923076923075, 0.0, 0.0, 0.0]","[0.5322315692901611, 0.0]",-0.11200000000000002,-0.0,-0.11200000000000002,-0.0,"[0.28, 0.2142857142857143, 0.0, 0.0, 0.0]"
105,"[0.28, 0.2142857142857143, 0.0, 0.0, 0.0]","[0.9779340028762817, 0.0]",-0.33661538461538465,-0.02461538461538462,-0.11200000000000002,-0.2,"[0.28, 0.2142857142857143, 0.0, 0.06153846153846154, 1.0]"
106,"[0.28, 0.2142857142857143, 0.0, 0.06153846153846154, 1.0]","[-1.0, 0.0]",-0.11015384615384616,-0.006153846153846155,-0.10400000000000001,-0.0,"[0.26, 0.46153846153846145, 0.0, 0.015384615384615385, 0.0]"
107,"[0.26, 0.46153846153846145, 0.0, 0.015384615384615385, 0.0]","[0.43408438563346863, 0.0]",-0.11200000000000002,-0.0,-0.11200000000000002,-0.0,"[0.28, 0.42857142857142855, 0.0, 0.0, 0.0]"
108,"[0.28, 0.42857142857142855, 0.0, 0.0, 0.0]","[0.18471038341522217, 0.0585026741027832]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.4000000000000001, 0.0, 0.0, 0.0]"
109,"[0.3, 0.4000000000000001, 0.0, 0.0, 0.0]","[0.2608812153339386, 0.014439046382904053]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.375, 0.0, 0.0, 0.0]"
110,"[0.32, 0.375, 0.0, 0.0, 0.0]","[0.6188375353813171, 0.0]",-0.1479402985074627,-0.011940298507462687,-0.136,-0.0,"[0.34, 0.3529411764705882, 0.0, 0.029850746268656716, 1.0]"
111,"[0.34, 0.3529411764705882, 0.0, 0.029850746268656716, 1.0]","[-1.0, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.5, 0.0, 0.0, 0.0]"
112,"[0.32, 0.5, 0.0, 0.0, 0.0]","[0.24937808513641357, 0.01563933491706848]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.4705882352941176, 0.0, 0.0, 0.0]"
113,"[0.34, 0.4705882352941176, 0.0, 0.0, 0.0]","[0.8026399612426758, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.4444444444444443, 0.0, 0.0, 0.0]"
114,"[0.36, 0.4444444444444443, 0.0, 0.0, 0.0]","[0.8145592212677002, 0.0]",-0.15200000000000002,-0.0,-0.15200000000000002,-0.0,"[0.38, 0.2894736842105262, 0.0, 0.0, 0.0]"
115,"[0.38, 0.2894736842105262, 0.0, 0.0, 0.0]","[-0.7070493102073669, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.22222222222222215, 0.0, 0.0, 0.0]"
116,"[0.36, 0.22222222222222215, 0.0, 0.0, 0.0]","[-1.0, 0.07525000721216202]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.2352941176470588, 0.0, 0.0, 0.0]"
117,"[0.34, 0.2352941176470588, 0.0, 0.0, 0.0]","[-0.4499136209487915, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.1875, 0.0, 0.0, 0.0]"
118,"[0.32, 0.1875, 0.0, 0.0, 0.0]","[-0.34302300214767456, 0.0]",-0.13714285714285715,-0.017142857142857144,-0.12,-0.0,"[0.3, 0.20000000000000004, 0.0, 0.04285714285714286, 1.0]"
119,"[0.3, 0.20000000000000004, 0.0, 0.04285714285714286, 1.0]","[-1.0, 0.0]",-0.11200000000000002,-0.0,-0.11200000000000002,-0.0,"[0.28, 0.42857142857142855, 0.0, 0.0, 0.0]"
120,"[0.28, 0.42857142857142855, 0.0, 0.0, 0.0]","[0.6063507199287415, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.4000000000000001, 0.0, 0.0, 0.0]"
121,"[0.3, 0.4000000000000001, 0.0, 0.0, 0.0]","[0.6823018789291382, 0.0]",-0.128,-0.0,-0.128,-0.0,"[0.32, 0.375, 0.0, 0.0, 0.0]"
122,"[0.32, 0.375, 0.0, 0.0, 0.0]","[0.5919067859649658, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.3529411764705882, 0.0, 0.0, 0.0]"
123,"[0.34, 0.3529411764705882, 0.0, 0.0, 0.0]","[0.2806946933269501, 0.0]",-0.144,-0.0,-0.144,-0.0,"[0.36, 0.33333333333333337, 0.0, 0.0, 0.0]"
124,"[0.36, 0.33333333333333337, 0.0, 0.0, 0.0]","[0.1314171552658081, 0.0]",-0.344,-0.0,-0.144,-0.2,"[0.36, 0.05555555555555553, 0.0, 0.0, 0.0]"
125,"[0.36, 0.05555555555555553, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.136,-0.0,-0.136,-0.0,"[0.34, 0.0588235294117647, 0.0, 0.0, 0.0]"
126,"[0.34, 0.0588235294117647, 0.0, 0.0, 0.0]","[-1.0, 0.0]",-0.14962162162162163,-0.021621621621621623,-0.128,-0.0,"[0.32, 0.0625, 0.0, 0.05405405405405406, 1.0]"
127,"[0.32, 0.0625, 0.0, 0.05405405405405406, 1.0]","[-0.5043121576309204, 0.0]",-0.12,-0.0,-0.12,-0.0,"[0.3, 0.2666666666666667, 0.0, 0.0, 0.0]"
128,"[0.3, 0.2666666666666667, 0.0, 0.0, 0.0]","[-0.05102372169494629, 0.09740519523620605]",-0.11200000000000002,-0.0,-0.11200000000000002,-0.0,"[0.28, 0.3571428571428571, 0.0, 0.0, 0.0]"
129,"[0.28, 0.3571428571428571, 0.0, 0.0, 0.0]","[0.6518458724021912, 0.0]",-0.31200000000000006,-0.0,-0.11200000000000002,-0.2,"[0.28, 0.3571428571428571, 0.0, 0.0, 0.0]"
130,"[0.28, 0.3571428571428571, 0.0, 0.0, 0.0]","[1.0, 0.0]",-0.31200000000000006,-0.0,-0.11200000000000002,-0.2,"[0.28, 0.07142857142857145, 0.0, 0.0, 0.0]"
