job_id,arrival_time,mi,allocated_cores
358,20,250000,8
359,20,100000,4
360,20,250000,4
361,20,150000,8
362,20,150000,8
363,20,50000,2
364,20,250000,8
365,20,50000,2
366,20,250000,1
367,20,50000,8
368,20,150000,1
369,20,50000,2
370,20,200000,1
371,20,150000,2
372,20,50000,2
373,20,50000,4
374,20,100000,1
375,20,250000,2
376,20,50000,8
377,20,200000,1
378,21,100000,8
379,21,100000,2
380,21,200000,2
381,21,50000,1
382,21,50000,8
383,21,250000,2
384,21,150000,1
385,21,250000,1
386,21,50000,2
387,21,250000,4
388,21,200000,4
389,21,150000,2
390,21,50000,2
391,21,200000,4
392,21,150000,8
393,21,200000,2
394,21,150000,4
395,21,50000,8
396,22,200000,8
397,22,150000,4
398,22,150000,8
399,22,200000,8
400,22,50000,8
401,22,200000,2
402,22,50000,8
403,22,50000,4
404,22,150000,8
405,22,150000,4
406,22,150000,1
407,22,50000,4
408,22,50000,4
409,22,100000,4
410,22,150000,1
411,22,250000,8
412,22,150000,1
413,22,50000,2
414,23,150000,8
415,23,250000,4
416,23,200000,8
417,23,50000,2
418,23,150000,4
419,23,100000,2
420,23,200000,1
421,23,200000,8
422,23,150000,4
423,23,150000,1
424,23,150000,2
425,23,250000,1
426,23,50000,8
427,23,250000,8
428,23,200000,4
429,23,100000,8
430,23,250000,8
431,23,250000,4
432,24,150000,1
433,24,100000,2
434,24,100000,2
435,24,150000,4
436,24,200000,1
437,24,150000,2
438,24,100000,1
439,24,50000,4
440,24,100000,8
441,24,50000,8
442,24,50000,4
443,24,50000,2
444,24,100000,2
445,24,100000,8
446,24,100000,1
447,24,50000,1
448,24,250000,2
449,24,150000,1
450,25,250000,2
451,25,250000,2
452,25,200000,2
453,25,50000,1
454,25,250000,1
455,25,250000,1
456,25,50000,4
457,25,50000,1
458,25,250000,8
459,25,100000,4
460,25,250000,8
461,25,200000,8
462,25,250000,1
463,25,100000,4
464,25,250000,1
465,25,50000,1
466,25,250000,1
467,25,250000,2
468,26,150000,2
469,26,100000,1
470,26,100000,8
471,26,150000,4
472,26,150000,4
473,26,50000,1
474,26,100000,4
475,26,50000,2
476,26,150000,8
477,26,50000,4
478,26,100000,4
479,26,250000,4
480,26,50000,1
481,26,200000,2
482,26,50000,8
483,26,100000,8
484,26,250000,8
485,26,100000,2
486,27,50000,1
487,27,50000,4
488,27,200000,1
489,27,50000,2
490,27,250000,4
491,27,250000,8
492,27,150000,2
493,27,100000,2
494,27,50000,8
495,27,50000,4
496,27,50000,1
497,27,150000,8
498,27,100000,1
499,27,150000,4
500,27,200000,1
501,27,250000,4
502,27,100000,2
503,27,250000,8
504,28,250000,1
505,28,50000,1
506,28,250000,8
507,28,200000,8
508,28,250000,1
509,28,150000,1
510,28,50000,1
511,28,150000,2
512,28,200000,2
513,28,200000,2
514,28,250000,1
515,28,250000,8
516,28,100000,2
517,28,250000,1
518,28,200000,4
519,28,150000,4
520,28,150000,1
521,28,100000,4
522,29,50000,8
523,29,100000,1
524,29,250000,4
525,29,150000,1
526,29,50000,2
527,29,100000,2
528,29,200000,8
529,29,200000,8
530,29,150000,2
531,29,200000,4
532,29,50000,4
533,29,50000,2
534,29,250000,2
535,29,200000,4
536,29,200000,8
537,29,50000,4
538,29,50000,8
539,29,100000,1
540,30,150000,8
541,30,150000,2
542,30,150000,1
543,30,250000,1
544,30,50000,1
545,30,250000,1
546,30,150000,1
547,30,50000,4
548,30,150000,1
549,30,250000,8
550,30,100000,2
551,30,150000,2
552,30,100000,8
553,30,250000,8
554,30,200000,8
555,30,100000,8
556,30,150000,8
557,30,100000,2
558,30,250000,1
559,30,50000,2
560,30,150000,8
561,30,100000,4
562,30,200000,4
563,30,200000,8
564,30,50000,1
565,30,150000,2
566,30,250000,2
567,30,150000,8
568,30,150000,1
569,30,100000,4
570,30,150000,8
571,30,100000,8
572,30,50000,2
573,30,50000,8
574,30,250000,8
575,30,150000,8
576,30,200000,4
577,30,50000,8
578,30,100000,1
579,30,250000,8
580,30,200000,4
581,30,150000,1
582,30,200000,8
583,30,150000,2
584,30,50000,1
585,30,50000,4
586,30,250000,2
587,30,200000,1
588,30,100000,4
589,30,200000,1
590,30,250000,1
591,30,250000,8
592,30,200000,2
593,30,250000,8
594,30,200000,4
595,30,100000,4
596,30,250000,4
597,30,250000,1
598,30,200000,4
599,30,250000,2
600,30,100000,8
601,30,150000,8
602,30,200000,1
603,30,250000,8
604,30,100000,2
605,30,200000,4
606,30,150000,2
607,30,150000,2
608,30,250000,8
609,30,250000,2
610,30,150000,2
611,30,50000,1
